Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\A20200127caix_yuanch_TCPA_CA_120min_DIA_10.mzML
Q9NQT4	EXOS5_HUMAN	EXOSC5	Exosome complex component RRP46	4.42458e+06
Q9NQT5	EXOS3_HUMAN	EXOSC3	Exosome complex component RRP40	1.66904e+06
Q9NQT8	KI13B_HUMAN	KIF13B	Kinesin-like protein KIF13B	9.21612e+06
Q9NQW7	XPP1_HUMAN	XPNPEP1	Xaa-Pro aminopeptidase 1	2.70238e+07
Q9NQX3	GEPH_HUMAN	GPHN	Gephyrin	5.74242e+06
Q9NQX4	MYO5C_HUMAN	MYO5C	Unconventional myosin-Vc	7.85344e+06
Q9NQZ2	SAS10_HUMAN	UTP3	Something about silencing protein 10	2.19693e+07
Q9NQZ5	STAR7_HUMAN	STARD7	StAR-related lipid transfer protein 7, mitochondrial	3.0564e+06
Q9NR09	BIRC6_HUMAN	BIRC6	Baculoviral IAP repeat-containing protein 6	2.59547e+06
Q9NR12	PDLI7_HUMAN	PDLIM7	PDZ and LIM domain protein 7	5.55444e+07
Q9NR19	ACSA_HUMAN	ACSS2	Acetyl-coenzyme A synthetase, cytoplasmic	4.44702e+06
Q9NR28	DBLOH_HUMAN	DIABLO	Diablo IAP-binding mitochondrial protein	1.20921e+07
Q9NR30	DDX21_HUMAN	DDX21	Nucleolar RNA helicase 2	2.18519e+07
Q9NR31	SAR1A_HUMAN	SAR1A	GTP-binding protein SAR1a	2.12288e+07
Q9NR33	DPOE4_HUMAN	POLE4	DNA polymerase epsilon subunit 4	4.04226e+06
Q9NR34	MA1C1_HUMAN	MAN1C1	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC	404392
Q9NR45	SIAS_HUMAN	NANS	Sialic acid synthase	5.17354e+07
Q9NR46	SHLB2_HUMAN	SH3GLB2	Endophilin-B2	1.1675e+07
Q9NR50	EI2BG_HUMAN	EIF2B3	Translation initiation factor eIF-2B subunit gamma	1.10665e+07
Q9NR56	MBNL1_HUMAN	MBNL1	Muscleblind-like protein 1	1.6374e+07
Q9NR99	MXRA5_HUMAN	MXRA5	Matrix-remodeling-associated protein 5	4.5392e+06
Q9NRD8	DUOX2_HUMAN	DUOX2	Dual oxidase 2	1.2438e+06
Q9NRF2	SH2B1_HUMAN	SH2B1	SH2B adapter protein 1	1.28804e+06
Q9NRF8	PYRG2_HUMAN	CTPS2	CTP synthase 2	3.8947e+06
Q9NRF9	DPOE3_HUMAN	POLE3	DNA polymerase epsilon subunit 3	6.15177e+06
Q9NRG0	CHRC1_HUMAN	CHRAC1	Chromatin accessibility complex protein 1	1.11417e+07
Q9NRG1	PRDC1_HUMAN	PRTFDC1	Phosphoribosyltransferase domain-containing protein 1	1.80944e+06
Q9NRG7	D39U1_HUMAN	SDR39U1	Epimerase family protein SDR39U1	916753
Q9NRG9	AAAS_HUMAN	AAAS	Aladin	4.42601e+06
Q9NRK6	ABCBA_HUMAN	ABCB10	ATP-binding cassette sub-family B member 10, mitochondrial	664013
Q9NRL2	BAZ1A_HUMAN	BAZ1A	Bromodomain adjacent to zinc finger domain protein 1A	569467
Q9NRL3	STRN4_HUMAN	STRN4	Striatin-4	2.82198e+06
Q9NRN5	OLFL3_HUMAN	OLFML3	Olfactomedin-like protein 3	6.81594e+06
Q9NRN7	ADPPT_HUMAN	AASDHPPT	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	6.19745e+06
Q9NRP0	OSTC_HUMAN	OSTC	Oligosaccharyltransferase complex subunit OSTC	1.09698e+06
Q9NRR3	C42S2_HUMAN	CDC42SE2	CDC42 small effector protein 2	3.00442e+06
Q9NRR5	UBQL4_HUMAN	UBQLN4	Ubiquilin-4	3.73899e+06
Q9NRS6	SNX15_HUMAN	SNX15	Sorting nexin-15	5.33001e+06
Q9NRV9	HEBP1_HUMAN	HEBP1	Heme-binding protein 1	2.40564e+08
Q9NRW3	ABC3C_HUMAN	APOBEC3C	DNA dC->dU-editing enzyme APOBEC-3C	1.049e+07
Q9NRW7	VPS45_HUMAN	VPS45	Vacuolar protein sorting-associated protein 45	2.40621e+07
Q9NRX1	PNO1_HUMAN	PNO1	RNA-binding protein PNO1	1.52837e+06
Q9NRX2	RM17_HUMAN	MRPL17	Large ribosomal subunit protein bL17m	9.84001e+06
Q9NRX4	PHP14_HUMAN	PHPT1	14 kDa phosphohistidine phosphatase	2.42272e+07
Q9NRY2	SOSSC_HUMAN	INIP	SOSS complex subunit C	750480
Q9NRY4	RHG35_HUMAN	ARHGAP35	Rho GTPase-activating protein 35	1.54846e+06
Q9NRY5	F1142_HUMAN	FAM114A2	Protein FAM114A2	545395
Q9NRZ9	HELLS_HUMAN	HELLS	Lymphoid-specific helicase	4.85356e+06
Q9NS69	TOM22_HUMAN	TOMM22	Mitochondrial import receptor subunit TOM22 homolog	1.54899e+07
Q9NS86	LANC2_HUMAN	LANCL2	LanC-like protein 2	5.02546e+06
Q9NSA3	CNBP1_HUMAN	CTNNBIP1	Beta-catenin-interacting protein 1	3.38659e+06
Q9NSC5	HOME3_HUMAN	HOMER3	Homer protein homolog 3	4.22866e+06
Q9NSD9	SYFB_HUMAN	FARSB	Phenylalanine--tRNA ligase beta subunit	1.435e+07
Q9NSE4	SYIM_HUMAN	IARS2	Isoleucine--tRNA ligase, mitochondrial	1.1168e+07
Q9NSI2	SLX9_HUMAN	SLX9	Ribosome biogenesis protein SLX9 homolog	1.42961e+08
Q9NSK0	KLC4_HUMAN	KLC4	Kinesin light chain 4	2.17365e+06
Q9NSU2	TREX1_HUMAN	TREX1	Three-prime repair exonuclease 1	932249
Q9NSY1	BMP2K_HUMAN	BMP2K	BMP-2-inducible protein kinase	955034
Q9NSY2	STAR5_HUMAN	STARD5	StAR-related lipid transfer protein 5	1.58828e+06
Q9NT22	EMIL3_HUMAN	EMILIN3	EMILIN-3	931439
Q9NT62	ATG3_HUMAN	ATG3	Ubiquitin-like-conjugating enzyme ATG3	5.63352e+06
Q9NTI5	PDS5B_HUMAN	PDS5B	Sister chromatid cohesion protein PDS5 homolog B	1.74057e+07
Q9NTJ3	SMC4_HUMAN	SMC4	Structural maintenance of chromosomes protein 4	3.84875e+06
Q9NTJ4	MA2C1_HUMAN	MAN2C1	Alpha-mannosidase 2C1	4.10259e+06
Q9NTJ5	SAC1_HUMAN	SACM1L	Phosphatidylinositol-3-phosphatase SAC1	1.00761e+07
Q9NTK5	OLA1_HUMAN	OLA1	Obg-like ATPase 1	3.54406e+07
Q9NTM9	CUTC_HUMAN	CUTC	Copper homeostasis protein cutC homolog	5.58226e+06
Q9NTW7	ZF64B_HUMAN	ZFP64	Zinc finger protein 64	1.5523e+07
Q9NTX5	ECHD1_HUMAN	ECHDC1	Ethylmalonyl-CoA decarboxylase	2.08607e+07
Q9NTZ6	RBM12_HUMAN	RBM12	RNA-binding protein 12	2.41373e+07
Q9NU19	TB22B_HUMAN	TBC1D22B	TBC1 domain family member 22B	909845
Q9NU22	MDN1_HUMAN	MDN1	Midasin	3.0977e+06
Q9NU23	LYRM2_HUMAN	LYRM2	LYR motif-containing protein 2	549475
Q9NUB1	ACS2L_HUMAN	ACSS1	Acetyl-coenzyme A synthetase 2-like, mitochondrial	5.78603e+06
Q9NUD5	ZCHC3_HUMAN	ZCCHC3	Zinc finger CCHC domain-containing protein 3	902165
Q9NUG6	PDRG1_HUMAN	PDRG1	p53 and DNA damage-regulated protein 1	1.17954e+06
Q9NUJ1	ABHDA_HUMAN	ABHD10	Palmitoyl-protein thioesterase ABHD10, mitochondrial	5.30167e+06
Q9NUJ3	T11L1_HUMAN	TCP11L1	T-complex protein 11-like protein 1	2.18139e+07
Q9NUL3	STAU2_HUMAN	STAU2	Double-stranded RNA-binding protein Staufen homolog 2	1.46975e+07
Q9NUL7	DDX28_HUMAN	DDX28	Probable ATP-dependent RNA helicase DDX28	7.22862e+06
Q9NUP1	BL1S4_HUMAN	BLOC1S4	Biogenesis of lysosome-related organelles complex 1 subunit 4	3.3888e+06
Q9NUP9	LIN7C_HUMAN	LIN7C	Protein lin-7 homolog C	2.97929e+07
Q9NUQ2	PLCE_HUMAN	AGPAT5	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon	2.997e+06
Q9NUQ6	SPS2L_HUMAN	SPATS2L	SPATS2-like protein	6.61248e+06
Q9NUQ7	UFSP2_HUMAN	UFSP2	Ufm1-specific protease 2	1.99072e+07
Q9NUQ8	ABCF3_HUMAN	ABCF3	ATP-binding cassette sub-family F member 3	1.15671e+07
Q9NUQ9	CYRIB_HUMAN	CYRIB	CYFIP-related Rac1 interactor B	2.74517e+07
Q9NUS5	AP5S1_HUMAN	AP5S1	AP-5 complex subunit sigma-1	1.10061e+06
Q9NUT2	MITOS_HUMAN	ABCB8	Mitochondrial potassium channel ATP-binding subunit	1.53875e+06
Q9NUU7	DD19A_HUMAN	DDX19A	ATP-dependent RNA helicase DDX19A	1.76771e+07
Q9NUV9	GIMA4_HUMAN	GIMAP4	GTPase IMAP family member 4	4.68583e+07
Q9NUW8	TYDP1_HUMAN	TDP1	Tyrosyl-DNA phosphodiesterase 1	1.02497e+06
Q9NUY8	TBC23_HUMAN	TBC1D23	TBC1 domain family member 23	2.23683e+06
Q9NV06	DCA13_HUMAN	DCAF13	DDB1- and CUL4-associated factor 13	5.65794e+06
Q9NV31	IMP3_HUMAN	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	4.98272e+06
Q9NV56	MRGBP_HUMAN	MRGBP	MRG/MORF4L-binding protein	2.3849e+06
Q9NV70	EXOC1_HUMAN	EXOC1	Exocyst complex component 1	3.64521e+07
Q9NV88	INT9_HUMAN	INTS9	Integrator complex subunit 9	1.47641e+06
Q9NV96	CC50A_HUMAN	TMEM30A	Cell cycle control protein 50A	3.03398e+06
Q9NVA2	SEP11_HUMAN	SEPTIN11	Septin-11	8.39008e+07
Q9NVC6	MED17_HUMAN	MED17	Mediator of RNA polymerase II transcription subunit 17	2.36505e+06
Q9NVD7	PARVA_HUMAN	PARVA	Alpha-parvin	1.47853e+07
Q9NVE5	UBP40_HUMAN	USP40	Ubiquitin carboxyl-terminal hydrolase 40	599291
Q9NVE7	PANK4_HUMAN	PANK4	4'-phosphopantetheine phosphatase	1.86093e+07
Q9NVG8	TBC13_HUMAN	TBC1D13	TBC1 domain family member 13	1.74431e+06
Q9NVH0	EXD2_HUMAN	EXD2	Exonuclease 3'-5' domain-containing protein 2	1.30532e+06
Q9NVH1	DJC11_HUMAN	DNAJC11	DnaJ homolog subfamily C member 11	4.8176e+06
Q9NVH2	INT7_HUMAN	INTS7	Integrator complex subunit 7	3.82443e+06
Q9NVH6	TMLH_HUMAN	TMLHE	Trimethyllysine dioxygenase, mitochondrial	1.87318e+06
Q9NVI7	ATD3A_HUMAN	ATAD3A	ATPase family AAA domain-containing protein 3A	6.03956e+06
Q9NVJ2	ARL8B_HUMAN	ARL8B	ADP-ribosylation factor-like protein 8B	2.20451e+07
Q9NVM1	EVA1B_HUMAN	EVA1B	Protein eva-1 homolog B	2.53455e+06
Q9NVM6	DJC17_HUMAN	DNAJC17	DnaJ homolog subfamily C member 17	1.02013e+06
Q9NVM9	INT13_HUMAN	INTS13	Integrator complex subunit 13	1.11435e+08
Q9NVP1	DDX18_HUMAN	DDX18	ATP-dependent RNA helicase DDX18	1.82021e+07
Q9NVP2	ASF1B_HUMAN	ASF1B	Histone chaperone ASF1B	4.6739e+06
Q9NVQ4	FAIM1_HUMAN	FAIM	Fas apoptotic inhibitory molecule 1	2.72246e+06
Q9NVR0	KLH11_HUMAN	KLHL11	Kelch-like protein 11	880246
Q9NVR2	INT10_HUMAN	INTS10	Integrator complex subunit 10	7.26031e+06
Q9NVS2	RT18A_HUMAN	MRPS18A	Large ribosomal subunit protein mL66	9.98812e+06
Q9NVS9	PNPO_HUMAN	PNPO	Pyridoxine-5'-phosphate oxidase	9.89415e+06
Q9NVT9	ARMC1_HUMAN	ARMC1	Armadillo repeat-containing protein 1	6.40335e+06
Q9NVU7	SDA1_HUMAN	SDAD1	Protein SDA1 homolog	1.52834e+06
Q9NVX2	NLE1_HUMAN	NLE1	Notchless protein homolog 1	5.04542e+06
Q9NVZ3	NECP2_HUMAN	NECAP2	Adaptin ear-binding coat-associated protein 2	1.66867e+07
Q9NW08	RPC2_HUMAN	POLR3B	DNA-directed RNA polymerase III subunit RPC2	2.0054e+06
Q9NW13	RBM28_HUMAN	RBM28	RNA-binding protein 28	6.65187e+06
Q9NW15	ANO10_HUMAN	ANO10	Anoctamin-10	913196
Q9NW64	RBM22_HUMAN	RBM22	Pre-mRNA-splicing factor RBM22	5.29652e+07
Q9NW82	WDR70_HUMAN	WDR70	WD repeat-containing protein 70	6.11341e+06
Q9NWB6	ARGL1_HUMAN	ARGLU1	Arginine and glutamate-rich protein 1	1.20331e+07
Q9NWH7	SPAT6_HUMAN	SPATA6	Spermatogenesis-associated protein 6	3.36221e+07
Q9NWH9	SLTM_HUMAN	SLTM	SAFB-like transcription modulator	1.45392e+07
Q9NWM3	CUED1_HUMAN	CUEDC1	CUE domain-containing protein 1	4.60919e+06
Q9NWM8	FKB14_HUMAN	FKBP14	Peptidyl-prolyl cis-trans isomerase FKBP14	951566
Q9NWQ8	PHAG1_HUMAN	PAG1	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1	194417
Q9NWS0	PIHD1_HUMAN	PIH1D1	PIH1 domain-containing protein 1	2.90957e+06
Q9NWS6	F118A_HUMAN	FAM118A	Protein FAM118A	7.53091e+06
Q9NWS8	RMND1_HUMAN	RMND1	Required for meiotic nuclear division protein 1 homolog	1.91088e+06
Q9NWT1	PK1IP_HUMAN	PAK1IP1	p21-activated protein kinase-interacting protein 1	6.01716e+06
Q9NWT6	HIF1N_HUMAN	HIF1AN	Hypoxia-inducible factor 1-alpha inhibitor	4.44253e+06
Q9NWU2	GID8_HUMAN	GID8	Glucose-induced degradation protein 8 homolog	4.26618e+06
Q9NWU5	RM22_HUMAN	MRPL22	Large ribosomal subunit protein uL22m	2.33099e+06
Q9NWV4	CZIB_HUMAN	CZIB	CXXC motif containing zinc binding protein	2.60065e+07
Q9NWV8	BABA1_HUMAN	BABAM1	BRISC and BRCA1-A complex member 1	5.1583e+06
Q9NWW5	CLN6_HUMAN	CLN6	Ceroid-lipofuscinosis neuronal protein 6	5.03829e+06
Q9NWX5	ASB6_HUMAN	ASB6	Ankyrin repeat and SOCS box protein 6	585211
Q9NWX6	THG1_HUMAN	THG1L	Probable tRNA(His) guanylyltransferase	1.62185e+06
Q9NWY4	HPF1_HUMAN	HPF1	Histone PARylation factor 1	7.42679e+06
Q9NWZ3	IRAK4_HUMAN	IRAK4	Interleukin-1 receptor-associated kinase 4	7.69744e+06
Q9NWZ5	UCKL1_HUMAN	UCKL1	Uridine-cytidine kinase-like 1	247829
Q9NWZ8	GEMI8_HUMAN	GEMIN8	Gem-associated protein 8	746916
Q9NX01	TXN4B_HUMAN	TXNL4B	Thioredoxin-like protein 4B	610929
Q9NX02	NALP2_HUMAN	NLRP2	NACHT, LRR and PYD domains-containing protein 2	2.15245e+08
Q9NX05	F120C_HUMAN	FAM120C	Constitutive coactivator of PPAR-gamma-like protein 2	1.78541e+06
Q9NX14	NDUBB_HUMAN	NDUFB11	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	2.86679e+07
Q9NX18	SDHF2_HUMAN	SDHAF2	Succinate dehydrogenase assembly factor 2, mitochondrial	546734
Q9NX20	RM16_HUMAN	MRPL16	Large ribosomal subunit protein uL16m	6.8015e+06
Q9NX24	NHP2_HUMAN	NHP2	H/ACA ribonucleoprotein complex subunit 2	6.91665e+06
Q9NX40	OCAD1_HUMAN	OCIAD1	OCIA domain-containing protein 1	1.56189e+07
Q9NX46	ADPRS_HUMAN	ADPRS	ADP-ribosylhydrolase ARH3	1.11692e+07
Q9NX55	HYPK_HUMAN	HYPK	Huntingtin-interacting protein K	9.31804e+06
Q9NX57	RAB20_HUMAN	RAB20	Ras-related protein Rab-20	2.32197e+07
Q9NX58	LYAR_HUMAN	LYAR	Cell growth-regulating nucleolar protein	4.00189e+06
Q9NX62	IMPA3_HUMAN	BPNT2	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase	550274
Q9NX63	MIC19_HUMAN	CHCHD3	MICOS complex subunit MIC19	3.35581e+07
Q9NX94	WBP1L_HUMAN	WBP1L	WW domain binding protein 1-like	1.00689e+07
Q9NXA8	SIR5_HUMAN	SIRT5	NAD-dependent protein deacylase sirtuin-5, mitochondrial	3.51982e+06
Q9NXC5	MIO_HUMAN	MIOS	GATOR complex protein MIOS	2.48261e+06
Q9NXE4	NSMA3_HUMAN	SMPD4	Sphingomyelin phosphodiesterase 4	8.72324e+06
Q9NXE8	CWC25_HUMAN	CWC25	Pre-mRNA-splicing factor CWC25 homolog	1.30775e+06
Q9NXF1	TEX10_HUMAN	TEX10	Testis-expressed protein 10	4.46808e+06
Q9NXG2	THUM1_HUMAN	THUMPD1	THUMP domain-containing protein 1	1.66814e+07
Q9NXH8	TOR4A_HUMAN	TOR4A	Torsin-4A	3.73782e+06
Q9NXH9	TRM1_HUMAN	TRMT1	tRNA (guanine(26)-N(2))-dimethyltransferase	2.97154e+06
Q9NXN4	GDAP2_HUMAN	GDAP2	Ganglioside-induced differentiation-associated protein 2	1.44157e+06
Q9NXR1	NDE1_HUMAN	NDE1	Nuclear distribution protein nudE homolog 1	5.8798e+06
Q9NXR7	BABA2_HUMAN	BABAM2	BRISC and BRCA1-A complex member 2	6.72675e+06
Q9NXS2	QPCTL_HUMAN	QPCTL	Glutaminyl-peptide cyclotransferase-like protein	3.52504e+06
Q9NXV6	CARF_HUMAN	CDKN2AIP	CDKN2A-interacting protein	3.44441e+06
Q9NXW2	DJB12_HUMAN	DNAJB12	DnaJ homolog subfamily B member 12	1.44883e+06
Q9NXX6	NSE4A_HUMAN	NSMCE4A	Non-structural maintenance of chromosomes element 4 homolog A	795514
Q9NY12	GAR1_HUMAN	GAR1	H/ACA ribonucleoprotein complex subunit 1	1.3321e+07
Q9NY15	STAB1_HUMAN	STAB1	Stabilin-1	7.90833e+06
Q9NY27	PP4R2_HUMAN	PPP4R2	Serine/threonine-protein phosphatase 4 regulatory subunit 2	1.43566e+07
Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3	2.41892e+07
Q9NY61	AATF_HUMAN	AATF	Protein AATF	4.95396e+06
Q9NY93	DDX56_HUMAN	DDX56	Probable ATP-dependent RNA helicase DDX56	4.93954e+06
Q9NYB0	TE2IP_HUMAN	TERF2IP	Telomeric repeat-binding factor 2-interacting protein 1	4.45467e+06
Q9NYB9	ABI2_HUMAN	ABI2	Abl interactor 2	2.01517e+06
Q9NYF8	BCLF1_HUMAN	BCLAF1	Bcl-2-associated transcription factor 1	2.78303e+07
Q9NYH9	UTP6_HUMAN	UTP6	U3 small nucleolar RNA-associated protein 6 homolog	8.73028e+06
Q9NYJ8	TAB2_HUMAN	TAB2	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2	913552
Q9NYK5	RM39_HUMAN	MRPL39	Large ribosomal subunit protein mL39	8.42282e+06
Q9NYL2	M3K20_HUMAN	MAP3K20	Mitogen-activated protein kinase kinase kinase 20	4.77108e+06
Q9NYL4	FKB11_HUMAN	FKBP11	Peptidyl-prolyl cis-trans isomerase FKBP11	9.92833e+06
Q9NYL9	TMOD3_HUMAN	TMOD3	Tropomodulin-3	1.71598e+07
Q9NYQ6	CELR1_HUMAN	CELSR1	Cadherin EGF LAG seven-pass G-type receptor 1	2.64272e+06
Q9NYQ7	CELR3_HUMAN	CELSR3	Cadherin EGF LAG seven-pass G-type receptor 3	4.05666e+07
Q9NYR9	KBRS2_HUMAN	NKIRAS2	NF-kappa-B inhibitor-interacting Ras-like protein 2	3.48421e+06
Q9NYU1	UGGG2_HUMAN	UGGT2	UDP-glucose:glycoprotein glucosyltransferase 2	264446
Q9NYU2	UGGG1_HUMAN	UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1	2.29111e+07
Q9NYV4	CDK12_HUMAN	CDK12	Cyclin-dependent kinase 12	2.67875e+06
Q9NZ01	TECR_HUMAN	TECR	Very-long-chain enoyl-CoA reductase	1.97235e+07
Q9NZ08	ERAP1_HUMAN	ERAP1	Endoplasmic reticulum aminopeptidase 1	2.77062e+07
Q9NZ09	UBAP1_HUMAN	UBAP1	Ubiquitin-associated protein 1	1.62057e+06
Q9NZ32	ARP10_HUMAN	ACTR10	Actin-related protein 10	5.72778e+06
Q9NZ43	USE1_HUMAN	USE1	Vesicle transport protein USE1	5.91651e+06
Q9NZ45	CISD1_HUMAN	CISD1	CDGSH iron-sulfur domain-containing protein 1	1.74683e+07
Q9NZ63	TLS1_HUMAN	C9orf78	Splicing factor C9orf78	4.76871e+06
Q9NZB2	F120A_HUMAN	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	1.65951e+07
Q9NZC4	EHF_HUMAN	EHF	ETS homologous factor	2.06553e+06
Q9NZD2	GLTP_HUMAN	GLTP	Glycolipid transfer protein	6.33918e+06
Q9NZD8	SPG21_HUMAN	SPG21	Maspardin	2.15309e+06
Q9NZE8	RM35_HUMAN	MRPL35	Large ribosomal subunit protein bL35m	2.30478e+06
Q9NZH8	IL36G_HUMAN	IL36G	Interleukin-36 gamma	1.64654e+06
Q9NZI5	GRHL1_HUMAN	GRHL1	Grainyhead-like protein 1 homolog	378608
Q9NZJ7	MTCH1_HUMAN	MTCH1	Mitochondrial carrier homolog 1	9.07954e+06
Q9NZJ9	NUDT4_HUMAN	NUDT4	Diphosphoinositol polyphosphate phosphohydrolase 2	8.29759e+06
Q9NZK5	ADA2_HUMAN	ADA2	Adenosine deaminase 2	1.32227e+07
Q9NZL4	HPBP1_HUMAN	HSPBP1	Hsp70-binding protein 1	3.74389e+07
Q9NZL9	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta	3.61002e+07
Q9NZM1	MYOF_HUMAN	MYOF	Myoferlin	3.73556e+07
Q9NZM3	ITSN2_HUMAN	ITSN2	Intersectin-2	3.19703e+06
Q9NZM5	NOP53_HUMAN	NOP53	Ribosome biogenesis protein NOP53	1.82651e+07
Q9NZN3	EHD3_HUMAN	EHD3	EH domain-containing protein 3	4.4416e+06
Q9NZN4	EHD2_HUMAN	EHD2	EH domain-containing protein 2	1.09055e+08
Q9NZN5	ARHGC_HUMAN	ARHGEF12	Rho guanine nucleotide exchange factor 12	7.05299e+06
Q9NZN8	CNOT2_HUMAN	CNOT2	CCR4-NOT transcription complex subunit 2	7.40772e+06
Q9NZP8	C1RL_HUMAN	C1RL	Complement C1r subcomponent-like protein	1.58141e+06
Q9NZQ3	SPN90_HUMAN	NCKIPSD	NCK-interacting protein with SH3 domain	5.90618e+07
Q9NZT1	CALL5_HUMAN	CALML5	Calmodulin-like protein 5	1.24463e+08
Q9NZT2	OGFR_HUMAN	OGFR	Opioid growth factor receptor	5.49443e+06
Q9NZU5	LMCD1_HUMAN	LMCD1	LIM and cysteine-rich domains protein 1	9.77573e+06
Q9NZV5	SELN_HUMAN	SELENON	Selenoprotein N	3.18301e+06
Q9NZZ3	CHMP5_HUMAN	CHMP5	Charged multivesicular body protein 5	1.09703e+08
Q9P000	COMD9_HUMAN	COMMD9	COMM domain-containing protein 9	5.64631e+06
Q9P013	CWC15_HUMAN	CWC15	Spliceosome-associated protein CWC15 homolog	5.36866e+06
Q9P015	RM15_HUMAN	MRPL15	Large ribosomal subunit protein uL15m	5.53524e+06
Q9P016	THYN1_HUMAN	THYN1	Thymocyte nuclear protein 1	1.31818e+07
Q9P032	NDUF4_HUMAN	NDUFAF4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	1.60584e+06
Q9P035	HACD3_HUMAN	HACD3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	1.46962e+07
Q9P086	MED11_HUMAN	MED11	Mediator of RNA polymerase II transcription subunit 11	1.61117e+06
Q9P0J0	NDUAD_HUMAN	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	2.55124e+07
Q9P0J1	PDP1_HUMAN	PDP1	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial	8.63276e+06
Q9P0J7	KCMF1_HUMAN	KCMF1	E3 ubiquitin-protein ligase KCMF1	3.01473e+06
Q9P0K7	RAI14_HUMAN	RAI14	Ankycorbin	8.73602e+06
Q9P0K8	FOXJ2_HUMAN	FOXJ2	Forkhead box protein J2	292186
Q9P0L0	VAPA_HUMAN	VAPA	Vesicle-associated membrane protein-associated protein A	9.85654e+07
Q9P0M6	H2AW_HUMAN	MACROH2A2	Core histone macro-H2A.2	3.34454e+07
Q9P0M9	RM27_HUMAN	MRPL27	Large ribosomal subunit protein bL27m	4.55517e+06
Q9P0P0	RN181_HUMAN	RNF181	E3 ubiquitin-protein ligase RNF181	3.50036e+06
Q9P0P8	MRES1_HUMAN	MTRES1	Mitochondrial transcription rescue factor 1	1.93976e+06
Q9P0S3	ORML1_HUMAN	ORMDL1	ORM1-like protein 1	1.97893e+06
Q9P0T7	TMEM9_HUMAN	TMEM9	Proton-transporting V-type ATPase complex assembly regulator TMEM9	1.74677e+06
Q9P0U4	CXXC1_HUMAN	CXXC1	CXXC-type zinc finger protein 1	3.12353e+06
Q9P0V3	SH3B4_HUMAN	SH3BP4	SH3 domain-binding protein 4	283909
Q9P0V9	SEP10_HUMAN	SEPTIN10	Septin-10	1.42367e+07
Q9P0W2	HM20B_HUMAN	HMG20B	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related	1.77096e+06
Q9P0X4	CAC1I_HUMAN	CACNA1I	Voltage-dependent T-type calcium channel subunit alpha-1I	1.42122e+06
Q9P107	GMIP_HUMAN	GMIP	GEM-interacting protein	4.23688e+06
Q9P1F3	ABRAL_HUMAN	ABRACL	Costars family protein ABRACL	3.24981e+06
Q9P1T7	MDFIC_HUMAN	MDFIC	MyoD family inhibitor domain-containing protein	1.86314e+07
Q9P1Y5	CAMP3_HUMAN	CAMSAP3	Calmodulin-regulated spectrin-associated protein 3	1.37886e+06
Q9P1Y6	PHRF1_HUMAN	PHRF1	PHD and RING finger domain-containing protein 1	1.5891e+07
Q9P206	K1522_HUMAN	KIAA1522	Uncharacterized protein KIAA1522	8.22676e+06
Q9P219	DAPLE_HUMAN	CCDC88C	Protein Daple	838523
Q9P246	STIM2_HUMAN	STIM2	Stromal interaction molecule 2	1.01615e+06
Q9P253	VPS18_HUMAN	VPS18	Vacuolar protein sorting-associated protein 18 homolog	8.88138e+06
Q9P258	RCC2_HUMAN	RCC2	Protein RCC2	5.93363e+07
Q9P260	RELCH_HUMAN	RELCH	RAB11-binding protein RELCH	7.88466e+06
Q9P265	DIP2B_HUMAN	DIP2B	Disco-interacting protein 2 homolog B	7.36618e+06
Q9P266	JCAD_HUMAN	JCAD	Junctional cadherin 5-associated protein	2.05012e+06
Q9P270	SLAI2_HUMAN	SLAIN2	SLAIN motif-containing protein 2	2.22852e+06
Q9P275	UBP36_HUMAN	USP36	Ubiquitin carboxyl-terminal hydrolase 36	4.04581e+08
Q9P278	FNIP2_HUMAN	FNIP2	Folliculin-interacting protein 2	4.31701e+06
Q9P281	BAHC1_HUMAN	BAHCC1	BAH and coiled-coil domain-containing protein 1	1.0463e+08
Q9P287	BCCIP_HUMAN	BCCIP	BRCA2 and CDKN1A-interacting protein	9.87281e+06
Q9P289	STK26_HUMAN	STK26	Serine/threonine-protein kinase 26	3.46839e+06
