Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\B20190315yix_KRUK_DIA_b1_13.mzML
Q9BZQ8	NIBA1_HUMAN	NIBAN1	Protein Niban 1	1.71305e+07
Q9BZV1	UBXN6_HUMAN	UBXN6	UBX domain-containing protein 6	1.36581e+07
Q9BZX2	UCK2_HUMAN	UCK2	Uridine-cytidine kinase 2	1.61252e+06
Q9BZZ5	API5_HUMAN	API5	Apoptosis inhibitor 5	6.0313e+07
Q9C002	NMES1_HUMAN	NMES1	Normal mucosa of esophagus-specific gene 1 protein	4.03258e+07
Q9C005	DPY30_HUMAN	DPY30	Protein dpy-30 homolog	1.49328e+07
Q9C035	TRIM5_HUMAN	TRIM5	Tripartite motif-containing protein 5	5.17355e+06
Q9C037	TRIM4_HUMAN	TRIM4	E3 ubiquitin-protein ligase TRIM4	8.79772e+08
Q9C040	TRIM2_HUMAN	TRIM2	Tripartite motif-containing protein 2	2.12371e+08
Q9C0B1	FTO_HUMAN	FTO	Alpha-ketoglutarate-dependent dioxygenase FTO	6.48647e+06
Q9C0B5	ZDHC5_HUMAN	ZDHHC5	Palmitoyltransferase ZDHHC5	5.75477e+06
Q9C0C2	TB182_HUMAN	TNKS1BP1	182 kDa tankyrase-1-binding protein	3.05347e+07
Q9C0C9	UBE2O_HUMAN	UBE2O	(E3-independent) E2 ubiquitin-conjugating enzyme	1.02372e+07
Q9C0D5	TANC1_HUMAN	TANC1	Protein TANC1	574184
Q9C0E8	LNP_HUMAN	LNPK	Endoplasmic reticulum junction formation protein lunapark	6.62857e+06
Q9GZL7	WDR12_HUMAN	WDR12	Ribosome biogenesis protein WDR12	1.64459e+07
Q9GZM5	YIPF3_HUMAN	YIPF3	Protein YIPF3	4.10341e+06
Q9GZM7	TINAL_HUMAN	TINAGL1	Tubulointerstitial nephritis antigen-like	3.36943e+07
Q9GZN8	ADSSP_HUMAN	ADISSP	Adipose-secreted signaling protein	5.62081e+06
Q9GZP4	PITH1_HUMAN	PITHD1	PITH domain-containing protein 1	1.50204e+07
Q9GZR1	SENP6_HUMAN	SENP6	Sentrin-specific protease 6	1.51195e+06
Q9GZR7	DDX24_HUMAN	DDX24	ATP-dependent RNA helicase DDX24	6.04786e+06
Q9GZS3	SKI8_HUMAN	SKIC8	Superkiller complex protein 8	1.5407e+07
Q9GZT3	SLIRP_HUMAN	SLIRP	SRA stem-loop-interacting RNA-binding protein, mitochondrial	6.93567e+07
Q9GZT6	CC90B_HUMAN	CCDC90B	Coiled-coil domain-containing protein 90B, mitochondrial	602468
Q9GZT8	NIF3L_HUMAN	NIF3L1	NIF3-like protein 1	1.33803e+07
Q9GZU8	PIP30_HUMAN	PSME3IP1	PSME3-interacting protein	6.85405e+06
Q9GZY8	MFF_HUMAN	MFF	Mitochondrial fission factor	4.79883e+06
Q9GZZ1	NAA50_HUMAN	NAA50	N-alpha-acetyltransferase 50	2.14659e+07
Q9GZZ9	UBA5_HUMAN	UBA5	Ubiquitin-like modifier-activating enzyme 5	1.11032e+07
Q9H000	MKRN2_HUMAN	MKRN2	E3 ubiquitin-protein ligase makorin-2	4.17108e+06
Q9H008	LHPP_HUMAN	LHPP	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	2.34264e+07
Q9H019	MFR1L_HUMAN	MTFR1L	Mitochondrial fission regulator 1-like	4.12858e+06
Q9H061	T126A_HUMAN	TMEM126A	Transmembrane protein 126A	2.56859e+06
Q9H074	PAIP1_HUMAN	PAIP1	Polyadenylate-binding protein-interacting protein 1	4.67188e+06
Q9H078	CLPB_HUMAN	CLPB	Mitochondrial disaggregase	2.62248e+06
Q9H089	LSG1_HUMAN	LSG1	Large subunit GTPase 1 homolog	5.36288e+06
Q9H098	F107B_HUMAN	FAM107B	Protein FAM107B	2.02032e+07
Q9H0A0	NAT10_HUMAN	NAT10	RNA cytidine acetyltransferase	2.4697e+07
Q9H0A8	COMD4_HUMAN	COMMD4	COMM domain-containing protein 4	3.39799e+06
Q9H0B6	KLC2_HUMAN	KLC2	Kinesin light chain 2	1.11256e+07
Q9H0C8	ILKAP_HUMAN	ILKAP	Integrin-linked kinase-associated serine/threonine phosphatase 2C	1.18607e+07
Q9H0D6	XRN2_HUMAN	XRN2	5'-3' exoribonuclease 2	4.82172e+07
Q9H0E2	TOLIP_HUMAN	TOLLIP	Toll-interacting protein	1.6018e+07
Q9H0E3	SP130_HUMAN	SAP130	Histone deacetylase complex subunit SAP130	5.53408e+06
Q9H0H5	RGAP1_HUMAN	RACGAP1	Rac GTPase-activating protein 1	5.63768e+06
Q9H0J9	PAR12_HUMAN	PARP12	Protein mono-ADP-ribosyltransferase PARP12	3.28507e+06
Q9H0L4	CSTFT_HUMAN	CSTF2T	Cleavage stimulation factor subunit 2 tau variant	1.31615e+06
Q9H0N5	PHS2_HUMAN	PCBD2	Pterin-4-alpha-carbinolamine dehydratase 2	3.25836e+07
Q9H0P0	5NT3A_HUMAN	NT5C3A	Cytosolic 5'-nucleotidase 3A	7.91497e+07
Q9H0R4	HDHD2_HUMAN	HDHD2	Haloacid dehalogenase-like hydrolase domain-containing protein 2	3.10202e+06
Q9H0S4	DDX47_HUMAN	DDX47	Probable ATP-dependent RNA helicase DDX47	3.64703e+07
Q9H0U3	MAGT1_HUMAN	MAGT1	Magnesium transporter protein 1	1.8016e+07
Q9H0U4	RAB1B_HUMAN	RAB1B	Ras-related protein Rab-1B	1.08241e+08
Q9H0U6	RM18_HUMAN	MRPL18	Large ribosomal subunit protein uL18m	1.14599e+07
Q9H0V9	LMA2L_HUMAN	LMAN2L	VIP36-like protein	1.3043e+06
Q9H0W8	SMG9_HUMAN	SMG9	Nonsense-mediated mRNA decay factor SMG9	4.3994e+06
Q9H0W9	CK054_HUMAN	C11orf54	Ester hydrolase C11orf54	9.17658e+06
Q9H0X9	OSBL5_HUMAN	OSBPL5	Oxysterol-binding protein-related protein 5	382327
Q9H190	SDCB2_HUMAN	SDCBP2	Syntenin-2	7.4214e+06
Q9H1B7	I2BPL_HUMAN	IRF2BPL	Probable E3 ubiquitin-protein ligase IRF2BPL	2.73735e+06
Q9H1D9	RPC6_HUMAN	POLR3F	DNA-directed RNA polymerase III subunit RPC6	1.05268e+06
Q9H1E3	NUCKS_HUMAN	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	1.08421e+08
Q9H1E5	TMX4_HUMAN	TMX4	Thioredoxin-related transmembrane protein 4	2.13347e+06
Q9H1H9	KI13A_HUMAN	KIF13A	Kinesin-like protein KIF13A	2.39584e+06
Q9H1I8	ASCC2_HUMAN	ASCC2	Activating signal cointegrator 1 complex subunit 2	714799
Q9H1Y0	ATG5_HUMAN	ATG5	Autophagy protein 5	2.77222e+06
Q9H1Z4	WDR13_HUMAN	WDR13	WD repeat-containing protein 13	3.25647e+06
Q9H223	EHD4_HUMAN	EHD4	EH domain-containing protein 4	2.09377e+07
Q9H227	GBA3_HUMAN	GBA3	Cytosolic beta-glucosidase	2.48291e+07
Q9H267	VP33B_HUMAN	VPS33B	Vacuolar protein sorting-associated protein 33B	1.01834e+07
Q9H269	VPS16_HUMAN	VPS16	Vacuolar protein sorting-associated protein 16 homolog	5.61995e+06
Q9H270	VPS11_HUMAN	VPS11	Vacuolar protein sorting-associated protein 11 homolog	982101
Q9H299	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3	4.62697e+08
Q9H2C0	GAN_HUMAN	GAN	Gigaxonin	1.74298e+07
Q9H2D6	TARA_HUMAN	TRIOBP	TRIO and F-actin-binding protein	1.59331e+07
Q9H2G2	SLK_HUMAN	SLK	STE20-like serine/threonine-protein kinase	1.54921e+07
Q9H2H8	PPIL3_HUMAN	PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3	1.31347e+07
Q9H2J4	PDCL3_HUMAN	PDCL3	Phosducin-like protein 3	7.71268e+06
Q9H2K8	TAOK3_HUMAN	TAOK3	Serine/threonine-protein kinase TAO3	3.42291e+06
Q9H2M9	RBGPR_HUMAN	RAB3GAP2	Rab3 GTPase-activating protein non-catalytic subunit	1.07185e+07
Q9H2P0	ADNP_HUMAN	ADNP	Activity-dependent neuroprotector homeobox protein	7.14293e+06
Q9H2U2	IPYR2_HUMAN	PPA2	Inorganic pyrophosphatase 2, mitochondrial	1.22745e+07
Q9H2W6	RM46_HUMAN	MRPL46	Large ribosomal subunit protein mL46	9.58091e+06
Q9H2X9	S12A5_HUMAN	SLC12A5	Solute carrier family 12 member 5	235418
Q9H307	PININ_HUMAN	PNN	Pinin	5.8727e+07
Q9H330	TM245_HUMAN	TMEM245	Transmembrane protein 245	1.21157e+06
Q9H334	FOXP1_HUMAN	FOXP1	Forkhead box protein P1	9.78991e+06
Q9H3F6	BACD3_HUMAN	KCTD10	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3	132645
Q9H3G5	CPVL_HUMAN	CPVL	Probable serine carboxypeptidase CPVL	3.42954e+07
Q9H3H3	CK068_HUMAN	C11orf68	UPF0696 protein C11orf68	3.58562e+07
Q9H3K2	GHITM_HUMAN	GHITM	Growth hormone-inducible transmembrane protein	4.00117e+07
Q9H3K6	BOLA2_HUMAN	BOLA2	BolA-like protein 2	5.02766e+07
Q9H3N1	TMX1_HUMAN	TMX1	Thioredoxin-related transmembrane protein 1	3.20176e+07
Q9H3P2	NELFA_HUMAN	NELFA	Negative elongation factor A	1.37849e+07
Q9H3P7	GCP60_HUMAN	ACBD3	Golgi resident protein GCP60	3.18507e+07
Q9H3Q1	BORG4_HUMAN	CDC42EP4	Cdc42 effector protein 4	1.61641e+07
Q9H3R2	MUC13_HUMAN	MUC13	Mucin-13	7.67186e+07
Q9H3S7	PTN23_HUMAN	PTPN23	Tyrosine-protein phosphatase non-receptor type 23	4.70504e+06
Q9H3U1	UN45A_HUMAN	UNC45A	Protein unc-45 homolog A	2.28634e+07
Q9H3U7	SMOC2_HUMAN	SMOC2	SPARC-related modular calcium-binding protein 2	2.44961e+06
Q9H3Z4	DNJC5_HUMAN	DNAJC5	DnaJ homolog subfamily C member 5	4.30146e+06
Q9H425	CA198_HUMAN	C1orf198	Uncharacterized protein C1orf198	3.57429e+07
Q9H444	CHM4B_HUMAN	CHMP4B	Charged multivesicular body protein 4b	4.37991e+07
Q9H446	RWDD1_HUMAN	RWDD1	RWD domain-containing protein 1	3.29276e+06
Q9H477	RBSK_HUMAN	RBKS	Ribokinase	5.65123e+06
Q9H479	FN3K_HUMAN	FN3K	Fructosamine-3-kinase	6.99798e+06
Q9H488	OFUT1_HUMAN	POFUT1	GDP-fucose protein O-fucosyltransferase 1	7.84589e+06
Q9H4A3	WNK1_HUMAN	WNK1	Serine/threonine-protein kinase WNK1	1.23918e+07
Q9H4A4	AMPB_HUMAN	RNPEP	Aminopeptidase B	2.72138e+07
Q9H4A5	GLP3L_HUMAN	GOLPH3L	Golgi phosphoprotein 3-like	1.08987e+07
Q9H4A6	GOLP3_HUMAN	GOLPH3	Golgi phosphoprotein 3	5.90874e+06
Q9H4G0	E41L1_HUMAN	EPB41L1	Band 4.1-like protein 1	8.49862e+06
Q9H4G4	GAPR1_HUMAN	GLIPR2	Golgi-associated plant pathogenesis-related protein 1	4.10981e+07
Q9H4H8	FA83D_HUMAN	FAM83D	Protein FAM83D	2.72479e+06
Q9H4L5	OSBL3_HUMAN	OSBPL3	Oxysterol-binding protein-related protein 3	5.93296e+06
Q9H4L7	SMRCD_HUMAN	SMARCAD1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1	735262
Q9H4M9	EHD1_HUMAN	EHD1	EH domain-containing protein 1	3.40804e+07
Q9H4Z3	CAPAM_HUMAN	PCIF1	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase	1.38517e+06
Q9H501	ESF1_HUMAN	ESF1	ESF1 homolog	3.30358e+06
Q9H583	HEAT1_HUMAN	HEATR1	HEAT repeat-containing protein 1	2.68999e+07
Q9H5N1	RABE2_HUMAN	RABEP2	Rab GTPase-binding effector protein 2	4.35183e+06
Q9H5Q4	TFB2M_HUMAN	TFB2M	Dimethyladenosine transferase 2, mitochondrial	2.93923e+06
Q9H5V9	STEEP_HUMAN	STEEP1	STING ER exit protein	7.56477e+06
Q9H5X1	CIA2A_HUMAN	CIAO2A	Cytosolic iron-sulfur assembly component 2A	9.23655e+06
Q9H6F5	CCD86_HUMAN	CCDC86	Coiled-coil domain-containing protein 86	8.85754e+06
Q9H6R4	NOL6_HUMAN	NOL6	Nucleolar protein 6	1.43638e+06
Q9H6S0	YTDC2_HUMAN	YTHDC2	3'-5' RNA helicase YTHDC2	1.68862e+07
Q9H6S3	ES8L2_HUMAN	EPS8L2	Epidermal growth factor receptor kinase substrate 8-like protein 2	6.6329e+06
Q9H6T0	ESRP2_HUMAN	ESRP2	Epithelial splicing regulatory protein 2	2.68109e+07
Q9H6T3	RPAP3_HUMAN	RPAP3	RNA polymerase II-associated protein 3	1.84176e+06
Q9H6V9	LDAH_HUMAN	LDAH	Lipid droplet-associated hydrolase	2.64316e+06
Q9H6Z4	RANB3_HUMAN	RANBP3	Ran-binding protein 3	2.14836e+07
Q9H773	DCTP1_HUMAN	DCTPP1	dCTP pyrophosphatase 1	4.18959e+06
Q9H792	PEAK1_HUMAN	PEAK1	Inactive tyrosine-protein kinase PEAK1	347973
Q9H7B2	RPF2_HUMAN	RPF2	Ribosome production factor 2 homolog	4.94637e+06
Q9H7C4	SYNCI_HUMAN	SYNC	Syncoilin	1.02989e+07
Q9H7C9	AAMDC_HUMAN	AAMDC	Mth938 domain-containing protein	2.7627e+07
Q9H7E2	TDRD3_HUMAN	TDRD3	Tudor domain-containing protein 3	2.06383e+07
Q9H7N4	SFR19_HUMAN	SCAF1	Splicing factor, arginine/serine-rich 19	9.53437e+06
Q9H7S9	ZN703_HUMAN	ZNF703	Zinc finger protein 703	423106
Q9H7Z7	PGES2_HUMAN	PTGES2	Prostaglandin E synthase 2	1.56214e+07
Q9H814	PHAX_HUMAN	PHAX	Phosphorylated adapter RNA export protein	1.18472e+07
Q9H832	UBE2Z_HUMAN	UBE2Z	Ubiquitin-conjugating enzyme E2 Z	7.07612e+06
Q9H845	ACAD9_HUMAN	ACAD9	Complex I assembly factor ACAD9, mitochondrial	6.42529e+06
Q9H857	NT5D2_HUMAN	NT5DC2	5'-nucleotidase domain-containing protein 2	1.72271e+06
Q9H8H3	TMT1A_HUMAN	TMT1A	N6-adenosine-methyltransferase TMT1A	3.22709e+06
Q9H8L6	MMRN2_HUMAN	MMRN2	Multimerin-2	3.47069e+06
Q9H8M7	MINY3_HUMAN	MINDY3	Ubiquitin carboxyl-terminal hydrolase MINDY-3	7.28323e+06
Q9H8S9	MOB1A_HUMAN	MOB1A	MOB kinase activator 1A	3.54733e+06
Q9H8V3	ECT2_HUMAN	ECT2	Protein ECT2	1.92815e+06
Q9H8W4	PKHF2_HUMAN	PLEKHF2	Pleckstrin homology domain-containing family F member 2	6.25505e+06
Q9H8Y5	ANKZ1_HUMAN	ANKZF1	tRNA endonuclease ANKZF1	4.89701e+06
Q9H8Y8	GORS2_HUMAN	GORASP2	Golgi reassembly-stacking protein 2	2.19508e+07
Q9H910	JUPI2_HUMAN	JPT2	Jupiter microtubule associated homolog 2	5.26353e+07
Q9H944	MED20_HUMAN	MED20	Mediator of RNA polymerase II transcription subunit 20	4.29696e+06
Q9H993	ARMT1_HUMAN	ARMT1	Damage-control phosphatase ARMT1	1.1403e+07
Q9H9A5	CNO10_HUMAN	CNOT10	CCR4-NOT transcription complex subunit 10	2.79531e+06
Q9H9A6	LRC40_HUMAN	LRRC40	Leucine-rich repeat-containing protein 40	1.06789e+07
Q9H9B1	EHMT1_HUMAN	EHMT1	Histone-lysine N-methyltransferase EHMT1	1.16552e+06
Q9H9B4	SFXN1_HUMAN	SFXN1	Sideroflexin-1	1.5354e+07
Q9H9E3	COG4_HUMAN	COG4	Conserved oligomeric Golgi complex subunit 4	5.33313e+06
Q9H9G7	AGO3_HUMAN	AGO3	Protein argonaute-3	4.02117e+06
Q9H9H4	VP37B_HUMAN	VPS37B	Vacuolar protein sorting-associated protein 37B	1.09817e+07
Q9H9J2	RM44_HUMAN	MRPL44	Large ribosomal subunit protein mL44	8.78574e+06
Q9H9Q2	CSN7B_HUMAN	COPS7B	COP9 signalosome complex subunit 7b	1.19703e+06
Q9H9S4	CB39L_HUMAN	CAB39L	Calcium-binding protein 39-like	2.27822e+06
Q9H9T3	ELP3_HUMAN	ELP3	Elongator complex protein 3	4.56586e+06
Q9HA64	KT3K_HUMAN	FN3KRP	Ketosamine-3-kinase	2.5372e+07
Q9HA77	SYCM_HUMAN	CARS2	Probable cysteine--tRNA ligase, mitochondrial	6.33337e+06
Q9HAB8	PPCS_HUMAN	PPCS	Phosphopantothenate--cysteine ligase	2.85018e+07
Q9HAN9	NMNA1_HUMAN	NMNAT1	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	4.40843e+06
Q9HAS0	NJMU_HUMAN	C17orf75	Protein Njmu-R1	8.58319e+06
Q9HAT2	SIAE_HUMAN	SIAE	Sialate O-acetylesterase	1.76767e+07
Q9HAU5	RENT2_HUMAN	UPF2	Regulator of nonsense transcripts 2	4.65453e+06
Q9HAV7	GRPE1_HUMAN	GRPEL1	GrpE protein homolog 1, mitochondrial	1.56024e+07
Q9HB07	MYG1_HUMAN	MYG1	MYG1 exonuclease	6.63218e+07
Q9HB19	PKHA2_HUMAN	PLEKHA2	Pleckstrin homology domain-containing family A member 2	2.00246e+06
Q9HB40	RISC_HUMAN	SCPEP1	Retinoid-inducible serine carboxypeptidase	2.95552e+07
Q9HB58	SP110_HUMAN	SP110	Sp110 nuclear body protein	2.65972e+06
Q9HB71	CYBP_HUMAN	CACYBP	Calcyclin-binding protein	1.81385e+07
Q9HB90	RRAGC_HUMAN	RRAGC	Ras-related GTP-binding protein C	2.97154e+06
Q9HBH5	RDH14_HUMAN	RDH14	Retinol dehydrogenase 14	6.17083e+06
Q9HBI1	PARVB_HUMAN	PARVB	Beta-parvin	2.84547e+06
Q9HBL0	TENS1_HUMAN	TNS1	Tensin-1	1.54183e+08
Q9HBL7	PLRKT_HUMAN	PLGRKT	Plasminogen receptor (KT)	2.51489e+07
Q9HBL8	NMRL1_HUMAN	NMRAL1	NmrA-like family domain-containing protein 1	4.10902e+06
Q9HBR0	S38AA_HUMAN	SLC38A10	Putative sodium-coupled neutral amino acid transporter 10	971242
Q9HC07	TM165_HUMAN	TMEM165	Transmembrane protein 165	4.5957e+06
Q9HC35	EMAL4_HUMAN	EML4	Echinoderm microtubule-associated protein-like 4	4.75945e+07
Q9HC38	GLOD4_HUMAN	GLOD4	Glyoxalase domain-containing protein 4	5.38808e+07
Q9HC52	CBX8_HUMAN	CBX8	Chromobox protein homolog 8	2.82551e+06
Q9HC77	CENPJ_HUMAN	CENPJ	Centromere protein J	9.50976e+06
Q9HC84	MUC5B_HUMAN	MUC5B	Mucin-5B	9.7783e+06
Q9HCB6	SPON1_HUMAN	SPON1	Spondin-1	2.36758e+07
Q9HCC0	MCCB_HUMAN	MCCC2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	1.26507e+07
Q9HCD5	NCOA5_HUMAN	NCOA5	Nuclear receptor coactivator 5	1.1308e+07
Q9HCD6	TANC2_HUMAN	TANC2	Protein TANC2	1.57161e+06
Q9HCE6	ARGAL_HUMAN	ARHGEF10L	Rho guanine nucleotide exchange factor 10-like protein	2.28119e+06
Q9HCE7	SMUF1_HUMAN	SMURF1	E3 ubiquitin-protein ligase SMURF1	4.98931e+06
Q9HCH5	SYTL2_HUMAN	SYTL2	Synaptotagmin-like protein 2	1.11524e+07
Q9HCJ6	VAT1L_HUMAN	VAT1L	Synaptic vesicle membrane protein VAT-1 homolog-like	6.50241e+06
Q9HCK8	CHD8_HUMAN	CHD8	Chromodomain-helicase-DNA-binding protein 8	1.46818e+06
Q9HCN4	GPN1_HUMAN	GPN1	GPN-loop GTPase 1	5.74489e+06
Q9HCS7	SYF1_HUMAN	XAB2	Pre-mRNA-splicing factor SYF1	2.91807e+06
Q9HCU5	PREB_HUMAN	PREB	Prolactin regulatory element-binding protein	1.03645e+07
Q9HCY8	S10AE_HUMAN	S100A14	Protein S100-A14	4.24238e+07
Q9HD15	SRA1_HUMAN	SRA1	Steroid receptor RNA activator 1	6.17626e+06
Q9HD20	AT131_HUMAN	ATP13A1	Endoplasmic reticulum transmembrane helix translocase	2.07115e+07
Q9HD26	GOPC_HUMAN	GOPC	Golgi-associated PDZ and coiled-coil motif-containing protein	1.90491e+06
Q9HD33	RM47_HUMAN	MRPL47	Large ribosomal subunit protein uL29m	2.18213e+07
Q9HD42	CHM1A_HUMAN	CHMP1A	Charged multivesicular body protein 1a	3.60882e+07
Q9HD89	RETN_HUMAN	RETN	Resistin	1.3331e+07
Q9HDC5	JPH1_HUMAN	JPH1	Junctophilin-1	5.97829e+07
Q9HDC9	APMAP_HUMAN	APMAP	Adipocyte plasma membrane-associated protein	9.4374e+07
Q9NNW7	TRXR2_HUMAN	TXNRD2	Thioredoxin reductase 2, mitochondrial	4.16912e+06
Q9NP58	ABCB6_HUMAN	ABCB6	ATP-binding cassette sub-family B member 6	3.33824e+08
Q9NP61	ARFG3_HUMAN	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3	1.33103e+07
Q9NP66	HM20A_HUMAN	HMG20A	High mobility group protein 20A	2.4457e+06
Q9NP72	RAB18_HUMAN	RAB18	Ras-related protein Rab-18	1.7565e+07
Q9NP77	SSU72_HUMAN	SSU72	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	1.52458e+07
Q9NP79	VTA1_HUMAN	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog	5.55333e+07
Q9NP81	SYSM_HUMAN	SARS2	Serine--tRNA ligase, mitochondrial	3.36609e+06
Q9NP97	DLRB1_HUMAN	DYNLRB1	Dynein light chain roadblock-type 1	2.72546e+07
Q9NPA8	ENY2_HUMAN	ENY2	Transcription and mRNA export factor ENY2	9.79796e+06
Q9NPD3	EXOS4_HUMAN	EXOSC4	Exosome complex component RRP41	1.16846e+07
Q9NPE2	NGRN_HUMAN	NGRN	Neugrin	1.00429e+07
Q9NPE3	NOP10_HUMAN	NOP10	H/ACA ribonucleoprotein complex subunit 3	1.68667e+07
Q9NPF4	OSGEP_HUMAN	OSGEP	tRNA N6-adenosine threonylcarbamoyltransferase	8.99003e+06
Q9NPF5	DMAP1_HUMAN	DMAP1	DNA methyltransferase 1-associated protein 1	3.26332e+06
Q9NPH0	PPA6_HUMAN	ACP6	Lysophosphatidic acid phosphatase type 6	4.48661e+06
Q9NPH2	INO1_HUMAN	ISYNA1	Inositol-3-phosphate synthase 1	1.05158e+07
Q9NPI6	DCP1A_HUMAN	DCP1A	mRNA-decapping enzyme 1A	3.18987e+06
Q9NPJ3	ACO13_HUMAN	ACOT13	Acyl-coenzyme A thioesterase 13	2.36785e+07
Q9NPJ6	MED4_HUMAN	MED4	Mediator of RNA polymerase II transcription subunit 4	950779
Q9NPL8	TIDC1_HUMAN	TIMMDC1	Complex I assembly factor TIMMDC1, mitochondrial	3.7089e+06
Q9NPQ8	RIC8A_HUMAN	RIC8A	Synembryn-A	1.32292e+07
Q9NPY3	C1QR1_HUMAN	CD93	Complement component C1q receptor	1.99523e+06
Q9NQ29	LUC7L_HUMAN	LUC7L	Putative RNA-binding protein Luc7-like 1	1.56891e+07
Q9NQ48	LZTL1_HUMAN	LZTFL1	Leucine zipper transcription factor-like protein 1	1.21757e+07
Q9NQ50	RM40_HUMAN	MRPL40	Large ribosomal subunit protein mL40	5.1938e+06
Q9NQ55	SSF1_HUMAN	PPAN	Suppressor of SWI4 1 homolog	8.37625e+06
Q9NQ66	PLCB1_HUMAN	PLCB1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1	9.21652e+06
Q9NQ79	CRAC1_HUMAN	CRTAC1	Cartilage acidic protein 1	6.41627e+06
Q9NQ88	TIGAR_HUMAN	TIGAR	Fructose-2,6-bisphosphatase TIGAR	1.58854e+07
Q9NQ94	A1CF_HUMAN	A1CF	APOBEC1 complementation factor	2.04501e+07
Q9NQC3	RTN4_HUMAN	RTN4	Reticulon-4	1.81678e+07
Q9NQC8	IFT46_HUMAN	IFT46	Intraflagellar transport protein 46 homolog	831127
Q9NQE9	HINT3_HUMAN	HINT3	Adenosine 5'-monophosphoramidase HINT3	2.65285e+07
Q9NQG5	RPR1B_HUMAN	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B	1.92267e+07
Q9NQP4	PFD4_HUMAN	PFDN4	Prefoldin subunit 4	3.90541e+07
Q9NQR4	NIT2_HUMAN	NIT2	Omega-amidase NIT2	4.42302e+07
Q9NQS1	AVEN_HUMAN	AVEN	Cell death regulator Aven	2.9478e+06
Q9NQT4	EXOS5_HUMAN	EXOSC5	Exosome complex component RRP46	6.54805e+06
Q9NQT8	KI13B_HUMAN	KIF13B	Kinesin-like protein KIF13B	8.8117e+06
Q9NQW7	XPP1_HUMAN	XPNPEP1	Xaa-Pro aminopeptidase 1	3.44652e+07
Q9NQX3	GEPH_HUMAN	GPHN	Gephyrin	2.73419e+07
Q9NQX4	MYO5C_HUMAN	MYO5C	Unconventional myosin-Vc	3.70137e+07
Q9NQZ2	SAS10_HUMAN	UTP3	Something about silencing protein 10	7.41447e+06
Q9NR09	BIRC6_HUMAN	BIRC6	Baculoviral IAP repeat-containing protein 6	2.03038e+06
Q9NR12	PDLI7_HUMAN	PDLIM7	PDZ and LIM domain protein 7	5.07588e+08
Q9NR19	ACSA_HUMAN	ACSS2	Acetyl-coenzyme A synthetase, cytoplasmic	1.15745e+07
Q9NR28	DBLOH_HUMAN	DIABLO	Diablo IAP-binding mitochondrial protein	1.43039e+07
Q9NR30	DDX21_HUMAN	DDX21	Nucleolar RNA helicase 2	2.9943e+07
Q9NR31	SAR1A_HUMAN	SAR1A	GTP-binding protein SAR1a	5.72478e+07
Q9NR33	DPOE4_HUMAN	POLE4	DNA polymerase epsilon subunit 4	507680
Q9NR45	SIAS_HUMAN	NANS	Sialic acid synthase	6.09518e+07
Q9NR46	SHLB2_HUMAN	SH3GLB2	Endophilin-B2	2.8081e+07
Q9NR50	EI2BG_HUMAN	EIF2B3	Translation initiation factor eIF-2B subunit gamma	8.55185e+06
Q9NR56	MBNL1_HUMAN	MBNL1	Muscleblind-like protein 1	2.56466e+07
Q9NR99	MXRA5_HUMAN	MXRA5	Matrix-remodeling-associated protein 5	2.82564e+06
Q9NRA8	4ET_HUMAN	EIF4ENIF1	Eukaryotic translation initiation factor 4E transporter	4.1923e+06
Q9NRF8	PYRG2_HUMAN	CTPS2	CTP synthase 2	9.18231e+06
Q9NRF9	DPOE3_HUMAN	POLE3	DNA polymerase epsilon subunit 3	1.93741e+07
Q9NRG0	CHRC1_HUMAN	CHRAC1	Chromatin accessibility complex protein 1	1.14093e+07
Q9NRL2	BAZ1A_HUMAN	BAZ1A	Bromodomain adjacent to zinc finger domain protein 1A	1.41748e+06
Q9NRL3	STRN4_HUMAN	STRN4	Striatin-4	3.19698e+06
Q9NRN5	OLFL3_HUMAN	OLFML3	Olfactomedin-like protein 3	5.92613e+06
Q9NRN7	ADPPT_HUMAN	AASDHPPT	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	4.69149e+06
Q9NRR3	C42S2_HUMAN	CDC42SE2	CDC42 small effector protein 2	1.965e+06
Q9NRR5	UBQL4_HUMAN	UBQLN4	Ubiquilin-4	7.96116e+06
