Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\DIArt_model\human\A20200127caix_yuanch_TCPA_CA_120min_DIA_11.mzML
Q99816	TS101_HUMAN	TSG101	Tumor susceptibility gene 101 protein	1.75215e+07
Q99828	CIB1_HUMAN	CIB1	Calcium and integrin-binding protein 1	984719
Q99829	CPNE1_HUMAN	CPNE1	Copine-1	2.65738e+07
Q99832	TCPH_HUMAN	CCT7	T-complex protein 1 subunit eta	3.41799e+07
Q99836	MYD88_HUMAN	MYD88	Myeloid differentiation primary response protein MyD88	3.37591e+06
Q99848	EBP2_HUMAN	EBNA1BP2	Probable rRNA-processing protein EBP2	2.9148e+06
Q99873	ANM1_HUMAN	PRMT1	Protein arginine N-methyltransferase 1	1.40614e+07
Q99933	BAG1_HUMAN	BAG1	BAG family molecular chaperone regulator 1	1.43851e+06
Q99943	PLCA_HUMAN	AGPAT1	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha	3.24309e+06
Q99959	PKP2_HUMAN	PKP2	Plakophilin-2	1.90149e+06
Q99961	SH3G1_HUMAN	SH3GL1	Endophilin-A2	8.09475e+06
Q99969	RARR2_HUMAN	RARRES2	Retinoic acid receptor responder protein 2	1.22518e+06
Q99973	TEP1_HUMAN	TEP1	Telomerase protein component 1	8.31704e+06
Q99986	VRK1_HUMAN	VRK1	Serine/threonine-protein kinase VRK1	3.31071e+06
Q99996	AKAP9_HUMAN	AKAP9	A-kinase anchor protein 9	1.23605e+06
Q9BPW8	NIPS1_HUMAN	NIPSNAP1	Protein NipSnap homolog 1	3.50027e+06
Q9BPX3	CND3_HUMAN	NCAPG	Condensin complex subunit 3	1.0993e+06
Q9BPX5	ARP5L_HUMAN	ARPC5L	Actin-related protein 2/3 complex subunit 5-like protein	1.96404e+07
Q9BQ04	RBM4B_HUMAN	RBM4B	RNA-binding protein 4B	250669
Q9BQ24	ZFY21_HUMAN	ZFYVE21	Zinc finger FYVE domain-containing protein 21	848186
Q9BQ39	DDX50_HUMAN	DDX50	ATP-dependent RNA helicase DDX50	1.10153e+06
Q9BQ52	RNZ2_HUMAN	ELAC2	Zinc phosphodiesterase ELAC protein 2	663242
Q9BQ61	TRIR_HUMAN	TRIR	Telomerase RNA component interacting RNase	2.5403e+06
Q9BQ67	GRWD1_HUMAN	GRWD1	Glutamate-rich WD repeat-containing protein 1	3.28641e+06
Q9BQ70	TCF25_HUMAN	TCF25	Ribosome quality control complex subunit TCF25	1.84579e+06
Q9BQA1	MEP50_HUMAN	WDR77	Methylosome protein WDR77	3.07722e+06
Q9BQA9	CYBC1_HUMAN	CYBC1	Cytochrome b-245 chaperone 1	1.73847e+06
Q9BQE3	TBA1C_HUMAN	TUBA1C	Tubulin alpha-1C chain	3.15415e+08
Q9BQE5	APOL2_HUMAN	APOL2	Apolipoprotein L2	1.74426e+07
Q9BQG0	MBB1A_HUMAN	MYBBP1A	Myb-binding protein 1A	4.21617e+06
Q9BQL6	FERM1_HUMAN	FERMT1	Fermitin family homolog 1	1.10325e+06
Q9BQS8	FYCO1_HUMAN	FYCO1	FYVE and coiled-coil domain-containing protein 1	3.28015e+06
Q9BR61	ACBD6_HUMAN	ACBD6	Acyl-CoA-binding domain-containing protein 6	835862
Q9BR76	COR1B_HUMAN	CORO1B	Coronin-1B	2.45532e+07
Q9BRA2	TXD17_HUMAN	TXNDC17	Thioredoxin domain-containing protein 17	2.45178e+07
Q9BRF8	CPPED_HUMAN	CPPED1	Serine/threonine-protein phosphatase CPPED1	5.90635e+06
Q9BRG1	VPS25_HUMAN	VPS25	Vacuolar protein-sorting-associated protein 25	3.10643e+06
Q9BRJ2	RM45_HUMAN	MRPL45	Large ribosomal subunit protein mL45	5.58888e+06
Q9BRJ6	CG050_HUMAN	C7orf50	Uncharacterized protein C7orf50	2.60152e+06
Q9BRJ7	TIRR_HUMAN	NUDT16L1	Tudor-interacting repair regulator protein	1.52119e+06
Q9BRK3	MXRA8_HUMAN	MXRA8	Matrix remodeling-associated protein 8	4.02386e+06
Q9BRK5	CAB45_HUMAN	SDF4	45 kDa calcium-binding protein	854381
Q9BRP4	PAAF1_HUMAN	PAAF1	Proteasomal ATPase-associated factor 1	6.18081e+06
Q9BRP8	PYM1_HUMAN	PYM1	Partner of Y14 and mago	4.39209e+06
Q9BRR6	ADPGK_HUMAN	ADPGK	ADP-dependent glucokinase	1.68511e+06
Q9BRR9	RHG09_HUMAN	ARHGAP9	Rho GTPase-activating protein 9	1.4935e+06
Q9BRT2	UQCC2_HUMAN	UQCC2	Ubiquinol-cytochrome-c reductase complex assembly factor 2	445841
Q9BRT3	MIEN1_HUMAN	MIEN1	Migration and invasion enhancer 1	1.28801e+06
Q9BRT6	LLPH_HUMAN	LLPH	Protein LLP homolog	2.16931e+06
Q9BRX2	PELO_HUMAN	PELO	Protein pelota homolog	1.95895e+06
Q9BRX5	PSF3_HUMAN	GINS3	DNA replication complex GINS protein PSF3	505989
Q9BRX8	PXL2A_HUMAN	PRXL2A	Peroxiredoxin-like 2A	4.46363e+06
Q9BRZ2	TRI56_HUMAN	TRIM56	E3 ubiquitin-protein ligase TRIM56	5.32173e+06
Q9BS26	ERP44_HUMAN	ERP44	Endoplasmic reticulum resident protein 44	2.18581e+07
Q9BS40	LXN_HUMAN	LXN	Latexin	1.10402e+07
Q9BSD7	NTPCR_HUMAN	NTPCR	Cancer-related nucleoside-triphosphatase	3.30124e+06
Q9BSH4	TACO1_HUMAN	TACO1	Translational activator of cytochrome c oxidase 1	2.27131e+06
Q9BSH5	HDHD3_HUMAN	HDHD3	Haloacid dehalogenase-like hydrolase domain-containing protein 3	1.01749e+07
Q9BSJ2	GCP2_HUMAN	TUBGCP2	Gamma-tubulin complex component 2	3.19963e+06
Q9BSJ8	ESYT1_HUMAN	ESYT1	Extended synaptotagmin-1	2.13952e+07
Q9BSL1	UBAC1_HUMAN	UBAC1	Ubiquitin-associated domain-containing protein 1	383731
Q9BSQ5	CCM2_HUMAN	CCM2	Cerebral cavernous malformations 2 protein	440748
Q9BSU1	PHAF1_HUMAN	PHAF1	Phagosome assembly factor 1	505671
Q9BSV6	SEN34_HUMAN	TSEN34	tRNA-splicing endonuclease subunit Sen34	970895
Q9BT09	CNPY3_HUMAN	CNPY3	Protein canopy homolog 3	2.50371e+06
Q9BT22	ALG1_HUMAN	ALG1	Chitobiosyldiphosphodolichol beta-mannosyltransferase	820384
Q9BT23	LIMD2_HUMAN	LIMD2	LIM domain-containing protein 2	3.33012e+06
Q9BT73	PSMG3_HUMAN	PSMG3	Proteasome assembly chaperone 3	1.76676e+06
Q9BT78	CSN4_HUMAN	COPS4	COP9 signalosome complex subunit 4	6.98487e+06
Q9BTC0	DIDO1_HUMAN	DIDO1	Death-inducer obliterator 1	630249
Q9BTC8	MTA3_HUMAN	MTA3	Metastasis-associated protein MTA3	794589
Q9BTE3	MCMBP_HUMAN	MCMBP	Mini-chromosome maintenance complex-binding protein	7.98451e+06
Q9BTE6	AASD1_HUMAN	AARSD1	Alanyl-tRNA editing protein Aarsd1	2.2667e+06
Q9BTE7	DCNL5_HUMAN	DCUN1D5	DCN1-like protein 5	1.20466e+06
Q9BTL3	RAMAC_HUMAN	RAMAC	RNA guanine-N7 methyltransferase activating subunit	1.37603e+06
Q9BTM9	URM1_HUMAN	URM1	Ubiquitin-related modifier 1	851506
Q9BTT0	AN32E_HUMAN	ANP32E	Acidic leucine-rich nuclear phosphoprotein 32 family member E	1.73715e+07
Q9BTU6	P4K2A_HUMAN	PI4K2A	Phosphatidylinositol 4-kinase type 2-alpha	2.22044e+06
Q9BTV4	TMM43_HUMAN	TMEM43	Transmembrane protein 43	1.24788e+07
Q9BTW9	TBCD_HUMAN	TBCD	Tubulin-specific chaperone D	2.34476e+06
Q9BTY7	HGH1_HUMAN	HGH1	Protein HGH1 homolog	1.71634e+06
Q9BTZ2	DHRS4_HUMAN	DHRS4	Dehydrogenase/reductase SDR family member 4	2.57523e+06
Q9BU23	LMF2_HUMAN	LMF2	Lipase maturation factor 2	4.12623e+06
Q9BU61	NDUF3_HUMAN	NDUFAF3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	776531
Q9BU76	MMTA2_HUMAN	MMTAG2	Multiple myeloma tumor-associated protein 2	2.21747e+06
Q9BU89	DOHH_HUMAN	DOHH	Deoxyhypusine hydroxylase	382624
Q9BUD6	SPON2_HUMAN	SPON2	Spondin-2	301122
Q9BUE0	MED18_HUMAN	MED18	Mediator of RNA polymerase II transcription subunit 18	915510
Q9BUF5	TBB6_HUMAN	TUBB6	Tubulin beta-6 chain	5.48131e+08
Q9BUH6	PAXX_HUMAN	PAXX	Protein PAXX	1.06766e+07
Q9BUJ2	HNRL1_HUMAN	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	2.04736e+07
Q9BUK6	MSTO1_HUMAN	MSTO1	Protein misato homolog 1	1.0102e+06
Q9BUL8	PDC10_HUMAN	PDCD10	Programmed cell death protein 10	1.60948e+07
Q9BUL9	RPP25_HUMAN	RPP25	Ribonuclease P protein subunit p25	377915
Q9BUN8	DERL1_HUMAN	DERL1	Derlin-1	3.36956e+06
Q9BUP0	EFHD1_HUMAN	EFHD1	EF-hand domain-containing protein D1	517987
Q9BUP3	HTAI2_HUMAN	HTATIP2	Oxidoreductase HTATIP2	3.83236e+06
Q9BUQ8	DDX23_HUMAN	DDX23	Probable ATP-dependent RNA helicase DDX23	6.25436e+06
Q9BUR5	MIC26_HUMAN	APOO	MICOS complex subunit MIC26	1.28035e+06
Q9BUT1	DHRS6_HUMAN	BDH2	Dehydrogenase/reductase SDR family member 6	5.05189e+06
Q9BV10	ALG12_HUMAN	ALG12	Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase	1.12474e+06
Q9BV20	MTNA_HUMAN	MRI1	Methylthioribose-1-phosphate isomerase	4.29548e+06
Q9BV38	WDR18_HUMAN	WDR18	WD repeat-containing protein 18	4.32862e+06
Q9BV40	VAMP8_HUMAN	VAMP8	Vesicle-associated membrane protein 8	1.87794e+07
Q9BV44	THUM3_HUMAN	THUMPD3	tRNA (guanine(6)-N2)-methyltransferase THUMP3	2.25541e+06
Q9BV57	MTND_HUMAN	ADI1	Acireductone dioxygenase	1.48155e+06
Q9BVA1	TBB2B_HUMAN	TUBB2B	Tubulin beta-2B chain	855282
Q9BVC5	ASHWN_HUMAN	C2orf49	Ashwin	1.12433e+06
Q9BVC6	TM109_HUMAN	TMEM109	Transmembrane protein 109	6.12328e+07
Q9BVG4	PBDC1_HUMAN	PBDC1	Protein PBDC1	1.94184e+06
Q9BVI4	NOC4L_HUMAN	NOC4L	Nucleolar complex protein 4 homolog	1.65594e+06
Q9BVJ6	UT14A_HUMAN	UTP14A	U3 small nucleolar RNA-associated protein 14 homolog A	553168
Q9BVJ7	DUS23_HUMAN	DUSP23	Dual specificity protein phosphatase 23	5.08545e+06
Q9BVK6	TMED9_HUMAN	TMED9	Transmembrane emp24 domain-containing protein 9	3.27081e+07
Q9BVL2	NUP58_HUMAN	NUP58	Nucleoporin p58/p45	2.73577e+06
Q9BVL4	SELO_HUMAN	SELENOO	Protein adenylyltransferase SelO, mitochondrial	1.21313e+06
Q9BVM4	GGACT_HUMAN	GGACT	Gamma-glutamylaminecyclotransferase	532712
Q9BVP2	GNL3_HUMAN	GNL3	Guanine nucleotide-binding protein-like 3	3.17575e+06
Q9BVQ7	AFG2B_HUMAN	AFG2B	ATPase family gene 2 protein homolog B	286953
Q9BVT8	TMUB1_HUMAN	TMUB1	Transmembrane and ubiquitin-like domain-containing protein 1	1.06591e+06
Q9BVV7	TIM21_HUMAN	TIMM21	Mitochondrial import inner membrane translocase subunit Tim21	264806
Q9BW04	SARG_HUMAN	SARG	Specifically androgen-regulated gene protein	3.11907e+06
Q9BW27	NUP85_HUMAN	NUP85	Nuclear pore complex protein Nup85	2.68336e+06
Q9BW30	TPPP3_HUMAN	TPPP3	Tubulin polymerization-promoting protein family member 3	1.91677e+06
Q9BW83	IFT27_HUMAN	IFT27	Intraflagellar transport protein 27 homolog	1.85347e+06
Q9BW91	NUDT9_HUMAN	NUDT9	ADP-ribose pyrophosphatase, mitochondrial	1.13792e+06
Q9BW92	SYTM_HUMAN	TARS2	Threonine--tRNA ligase, mitochondrial	2.36453e+06
Q9BWD1	THIC_HUMAN	ACAT2	Acetyl-CoA acetyltransferase, cytosolic	9.85287e+06
Q9BWE0	REPI1_HUMAN	REPIN1	Replication initiator 1	257506
Q9BWF3	RBM4_HUMAN	RBM4	RNA-binding protein 4	1.01323e+07
Q9BWH6	RPAP1_HUMAN	RPAP1	RNA polymerase II-associated protein 1	568634
Q9BWJ5	SF3B5_HUMAN	SF3B5	Splicing factor 3B subunit 5	3.00762e+06
Q9BWM7	SFXN3_HUMAN	SFXN3	Sideroflexin-3	5.54349e+06
Q9BWN1	PRR14_HUMAN	PRR14	Proline-rich protein 14	470403
Q9BWS9	CHID1_HUMAN	CHID1	Chitinase domain-containing protein 1	7.75944e+06
Q9BWU0	NADAP_HUMAN	SLC4A1AP	Kanadaptin	1.29796e+06
Q9BX40	LS14B_HUMAN	LSM14B	Protein LSM14 homolog B	984072
Q9BX59	TPSNR_HUMAN	TAPBPL	Tapasin-related protein	2.39591e+06
Q9BX66	SRBS1_HUMAN	SORBS1	Sorbin and SH3 domain-containing protein 1	5.22498e+06
Q9BX68	HINT2_HUMAN	HINT2	Adenosine 5'-monophosphoramidase HINT2	1.72528e+07
Q9BX70;Q9H0C5	BTBD1_HUMAN;BTBD2_HUMAN	BTBD1;BTBD2	BTB/POZ domain-containing protein 2	1.25238e+06
Q9BX97	PLVAP_HUMAN	PLVAP	Plasmalemma vesicle-associated protein	1.59384e+06
Q9BXB4	OSB11_HUMAN	OSBPL11	Oxysterol-binding protein-related protein 11	1.38992e+06
Q9BXD5	NPL_HUMAN	NPL	N-acetylneuraminate lyase	497557
Q9BXF6	RFIP5_HUMAN	RAB11FIP5	Rab11 family-interacting protein 5	520220
Q9BXI6	TB10A_HUMAN	TBC1D10A	TBC1 domain family member 10A	2.04838e+06
Q9BXJ9	NAA15_HUMAN	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit	3.95918e+06
Q9BXK5	B2L13_HUMAN	BCL2L13	Bcl-2-like protein 13	1.47928e+06
Q9BXL7	CAR11_HUMAN	CARD11	Caspase recruitment domain-containing protein 11	903905
Q9BXN1	ASPN_HUMAN	ASPN	Asporin	781745
Q9BXP2	S12A9_HUMAN	SLC12A9	Solute carrier family 12 member 9	930390
Q9BXP5	SRRT_HUMAN	SRRT	Serrate RNA effector molecule homolog	1.03095e+07
Q9BXR0	TGT_HUMAN	QTRT1	Queuine tRNA-ribosyltransferase catalytic subunit 1	1.33807e+06
Q9BXS5	AP1M1_HUMAN	AP1M1	AP-1 complex subunit mu-1	7.48239e+06
Q9BXV9	GON7_HUMAN	GON7	EKC/KEOPS complex subunit GON7	593618
Q9BXW7	HDHD5_HUMAN	HDHD5	Haloacid dehalogenase-like hydrolase domain-containing 5	1.77067e+06
Q9BXX0	EMIL2_HUMAN	EMILIN2	EMILIN-2	1.44946e+06
Q9BY32	ITPA_HUMAN	ITPA	Inosine triphosphate pyrophosphatase	2.64781e+06
Q9BY42	RTF2_HUMAN	RTF2	Replication termination factor 2	918054
Q9BY43	CHM4A_HUMAN	CHMP4A	Charged multivesicular body protein 4a	3.76341e+06
Q9BY44	EIF2A_HUMAN	EIF2A	Eukaryotic translation initiation factor 2A	8.18531e+06
Q9BY50	SC11C_HUMAN	SEC11C	Signal peptidase complex catalytic subunit SEC11C	1.18948e+06
Q9BY77	PDIP3_HUMAN	POLDIP3	Polymerase delta-interacting protein 3	4.29026e+06
Q9BYB4	GNB1L_HUMAN	GNB1L	Guanine nucleotide-binding protein subunit beta-like protein 1	1.412e+06
Q9BYC5	FUT8_HUMAN	FUT8	Alpha-(1,6)-fucosyltransferase	1.41126e+06
Q9BYD1	RM13_HUMAN	MRPL13	Large ribosomal subunit protein uL13m	2.22668e+06
Q9BYD2	RM09_HUMAN	MRPL9	Large ribosomal subunit protein bL9m	923062
Q9BYD3	RM04_HUMAN	MRPL4	Large ribosomal subunit protein uL4m	4.46457e+06
Q9BYD6	RM01_HUMAN	MRPL1	Large ribosomal subunit protein uL1m	2.84338e+07
Q9BYG3	MK67I_HUMAN	NIFK	MKI67 FHA domain-interacting nucleolar phosphoprotein	1.94073e+06
Q9BYI3	HYCCI_HUMAN	HYCC1	Hyccin	277644
Q9BYJ9	YTHD1_HUMAN	YTHDF1	YTH domain-containing family protein 1	334560
Q9BYM8	HOIL1_HUMAN	RBCK1	RanBP-type and C3HC4-type zinc finger-containing protein 1	1.85201e+06
Q9BYN0	SRXN1_HUMAN	SRXN1	Sulfiredoxin-1	316615
Q9BYN8	RT26_HUMAN	MRPS26	Small ribosomal subunit protein mS26	1.70946e+06
Q9BYT8	NEUL_HUMAN	NLN	Neurolysin, mitochondrial	2.04918e+06
Q9BYX4	IFIH1_HUMAN	IFIH1	Interferon-induced helicase C domain-containing protein 1	1.41132e+06
Q9BYZ2	LDH6B_HUMAN	LDHAL6B	L-lactate dehydrogenase A-like 6B	538859
Q9BZ23	PANK2_HUMAN	PANK2	Pantothenate kinase 2, mitochondrial	256608
Q9BZ29	DOCK9_HUMAN	DOCK9	Dedicator of cytokinesis protein 9	2.27533e+06
Q9BZ67	FRMD8_HUMAN	FRMD8	FERM domain-containing protein 8	3.35331e+06
Q9BZE1	RM37_HUMAN	MRPL37	Large ribosomal subunit protein mL37	672784
Q9BZE4	GTPB4_HUMAN	GTPBP4	GTP-binding protein 4	4.50703e+06
Q9BZE9	ASPC1_HUMAN	ASPSCR1	Tether containing UBX domain for GLUT4	3.17181e+06
Q9BZF1	OSBL8_HUMAN	OSBPL8	Oxysterol-binding protein-related protein 8	5.13374e+06
Q9BZG1	RAB34_HUMAN	RAB34	Ras-related protein Rab-34	1.43014e+06
Q9BZG8	DPH1_HUMAN	DPH1	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1	493616
Q9BZH6	WDR11_HUMAN	WDR11	WD repeat-containing protein 11	1.56329e+06
Q9BZI7	REN3B_HUMAN	UPF3B	Regulator of nonsense transcripts 3B	427321
Q9BZJ0	CRNL1_HUMAN	CRNKL1	Crooked neck-like protein 1	5.03479e+06
Q9BZK7	TBL1R_HUMAN	TBL1XR1	F-box-like/WD repeat-containing protein TBL1XR1	9.2547e+06
Q9BZL1	UBL5_HUMAN	UBL5	Ubiquitin-like protein 5	4.23514e+06
Q9BZL4	PP12C_HUMAN	PPP1R12C	Protein phosphatase 1 regulatory subunit 12C	2.4693e+06
Q9BZL6	KPCD2_HUMAN	PRKD2	Serine/threonine-protein kinase D2	1.00035e+07
Q9BZQ6	EDEM3_HUMAN	EDEM3	ER degradation-enhancing alpha-mannosidase-like protein 3	3.47586e+06
Q9BZQ8	NIBA1_HUMAN	NIBAN1	Protein Niban 1	4.90109e+06
Q9BZV1	UBXN6_HUMAN	UBXN6	UBX domain-containing protein 6	2.58018e+06
Q9BZX2	UCK2_HUMAN	UCK2	Uridine-cytidine kinase 2	5.90937e+06
Q9BZZ5	API5_HUMAN	API5	Apoptosis inhibitor 5	1.02809e+07
Q9C002	NMES1_HUMAN	NMES1	Normal mucosa of esophagus-specific gene 1 protein	2.55683e+06
Q9C035	TRIM5_HUMAN	TRIM5	Tripartite motif-containing protein 5	470662
Q9C037	TRIM4_HUMAN	TRIM4	E3 ubiquitin-protein ligase TRIM4	244523
Q9C0B1	FTO_HUMAN	FTO	Alpha-ketoglutarate-dependent dioxygenase FTO	2.63966e+06
Q9C0B5	ZDHC5_HUMAN	ZDHHC5	Palmitoyltransferase ZDHHC5	990441
Q9C0C2	TB182_HUMAN	TNKS1BP1	182 kDa tankyrase-1-binding protein	1.81243e+07
Q9C0C9	UBE2O_HUMAN	UBE2O	(E3-independent) E2 ubiquitin-conjugating enzyme	2.16599e+06
Q9C0E2	XPO4_HUMAN	XPO4	Exportin-4	1.78982e+06
Q9C0E8	LNP_HUMAN	LNPK	Endoplasmic reticulum junction formation protein lunapark	3.2618e+06
Q9C0J8	WDR33_HUMAN	WDR33	pre-mRNA 3' end processing protein WDR33	1.69814e+06
Q9C0K0	BC11B_HUMAN	BCL11B	B-cell lymphoma/leukemia 11B	1.03132e+06
Q9GZL7	WDR12_HUMAN	WDR12	Ribosome biogenesis protein WDR12	2.20354e+06
Q9GZM7	TINAL_HUMAN	TINAGL1	Tubulointerstitial nephritis antigen-like	9.08988e+06
Q9GZN8	ADSSP_HUMAN	ADISSP	Adipose-secreted signaling protein	1.45736e+06
Q9GZP4	PITH1_HUMAN	PITHD1	PITH domain-containing protein 1	4.95912e+06
Q9GZP8	IMUP_HUMAN	IMUP	Immortalization up-regulated protein	526322
Q9GZQ3	COMD5_HUMAN	COMMD5	COMM domain-containing protein 5	2.0718e+06
Q9GZR7	DDX24_HUMAN	DDX24	ATP-dependent RNA helicase DDX24	2.71422e+06
Q9GZS3	SKI8_HUMAN	SKIC8	Superkiller complex protein 8	6.09312e+06
Q9GZT3	SLIRP_HUMAN	SLIRP	SRA stem-loop-interacting RNA-binding protein, mitochondrial	1.02783e+07
Q9GZT8	NIF3L_HUMAN	NIF3L1	NIF3-like protein 1	2.84203e+06
Q9GZT9	EGLN1_HUMAN	EGLN1	Egl nine homolog 1	1.06611e+06
Q9GZU8	PIP30_HUMAN	PSME3IP1	PSME3-interacting protein	1.03855e+06
Q9GZY8	MFF_HUMAN	MFF	Mitochondrial fission factor	1.17731e+06
Q9GZZ1	NAA50_HUMAN	NAA50	N-alpha-acetyltransferase 50	4.20451e+06
Q9GZZ9	UBA5_HUMAN	UBA5	Ubiquitin-like modifier-activating enzyme 5	1.02893e+07
Q9H000	MKRN2_HUMAN	MKRN2	E3 ubiquitin-protein ligase makorin-2	1.52292e+06
Q9H008	LHPP_HUMAN	LHPP	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	2.43375e+06
Q9H061	T126A_HUMAN	TMEM126A	Transmembrane protein 126A	1.33811e+06
Q9H074	PAIP1_HUMAN	PAIP1	Polyadenylate-binding protein-interacting protein 1	2.39905e+06
Q9H078	CLPB_HUMAN	CLPB	Mitochondrial disaggregase	2.86965e+06
Q9H089	LSG1_HUMAN	LSG1	Large subunit GTPase 1 homolog	1.60335e+06
Q9H098	F107B_HUMAN	FAM107B	Protein FAM107B	223413
Q9H0A0	NAT10_HUMAN	NAT10	RNA cytidine acetyltransferase	7.36157e+06
Q9H0A8	COMD4_HUMAN	COMMD4	COMM domain-containing protein 4	1.60264e+06
Q9H0C8	ILKAP_HUMAN	ILKAP	Integrin-linked kinase-associated serine/threonine phosphatase 2C	5.22165e+06
Q9H0D6	XRN2_HUMAN	XRN2	5'-3' exoribonuclease 2	6.37869e+06
Q9H0E2	TOLIP_HUMAN	TOLLIP	Toll-interacting protein	7.92956e+06
Q9H0F6	SHRPN_HUMAN	SHARPIN	Sharpin	2.79323e+06
Q9H0J9	PAR12_HUMAN	PARP12	Protein mono-ADP-ribosyltransferase PARP12	3.92357e+06
Q9H0L4	CSTFT_HUMAN	CSTF2T	Cleavage stimulation factor subunit 2 tau variant	1.60198e+06
Q9H0N0	RAB6C_HUMAN	RAB6C	Ras-related protein Rab-6C	4.45057e+06
Q9H0N5	PHS2_HUMAN	PCBD2	Pterin-4-alpha-carbinolamine dehydratase 2	3.01004e+06
Q9H0P0	5NT3A_HUMAN	NT5C3A	Cytosolic 5'-nucleotidase 3A	1.54851e+06
Q9H0Q0	CYRIA_HUMAN	CYRIA	CYFIP-related Rac1 interactor A	1.03088e+06
Q9H0R4	HDHD2_HUMAN	HDHD2	Haloacid dehalogenase-like hydrolase domain-containing protein 2	2.2588e+06
Q9H0S4	DDX47_HUMAN	DDX47	Probable ATP-dependent RNA helicase DDX47	1.67051e+06
Q9H0U3	MAGT1_HUMAN	MAGT1	Magnesium transporter protein 1	1.63027e+07
Q9H0U4	RAB1B_HUMAN	RAB1B	Ras-related protein Rab-1B	8.89859e+06
Q9H0U6	RM18_HUMAN	MRPL18	Large ribosomal subunit protein uL18m	2.59598e+06
Q9H0V9	LMA2L_HUMAN	LMAN2L	VIP36-like protein	928749
Q9H0W8	SMG9_HUMAN	SMG9	Nonsense-mediated mRNA decay factor SMG9	1.415e+06
Q9H0W9	CK054_HUMAN	C11orf54	Ester hydrolase C11orf54	1.5633e+06
Q9H147	TDIF1_HUMAN	DNTTIP1	Deoxynucleotidyltransferase terminal-interacting protein 1	490671
Q9H171	ZBP1_HUMAN	ZBP1	Z-DNA-binding protein 1	2.61653e+06
Q9H1B7	I2BPL_HUMAN	IRF2BPL	Probable E3 ubiquitin-protein ligase IRF2BPL	2.32713e+06
Q9H1D9	RPC6_HUMAN	POLR3F	DNA-directed RNA polymerase III subunit RPC6	321875
Q9H1E3	NUCKS_HUMAN	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	3.47669e+07
Q9H1E5	TMX4_HUMAN	TMX4	Thioredoxin-related transmembrane protein 4	5.01487e+06
Q9H1I8	ASCC2_HUMAN	ASCC2	Activating signal cointegrator 1 complex subunit 2	2.87064e+06
Q9H1K0	RBNS5_HUMAN	RBSN	Rabenosyn-5	4.94596e+06
Q9H1P3	OSBL2_HUMAN	OSBPL2	Oxysterol-binding protein-related protein 2	847946
Q9H1Y0	ATG5_HUMAN	ATG5	Autophagy protein 5	1.31099e+06
Q9H1Z4	WDR13_HUMAN	WDR13	WD repeat-containing protein 13	2.04583e+06
Q9H223	EHD4_HUMAN	EHD4	EH domain-containing protein 4	1.64208e+07
Q9H267	VP33B_HUMAN	VPS33B	Vacuolar protein sorting-associated protein 33B	1.90073e+06
Q9H269	VPS16_HUMAN	VPS16	Vacuolar protein sorting-associated protein 16 homolog	1.28632e+07
Q9H270	VPS11_HUMAN	VPS11	Vacuolar protein sorting-associated protein 11 homolog	2.03191e+06
Q9H299	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3	5.13248e+07
Q9H2D6	TARA_HUMAN	TRIOBP	TRIO and F-actin-binding protein	3.56961e+06
Q9H2G2	SLK_HUMAN	SLK	STE20-like serine/threonine-protein kinase	1.04427e+07
Q9H2H8	PPIL3_HUMAN	PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3	5.89012e+06
Q9H2J4	PDCL3_HUMAN	PDCL3	Phosducin-like protein 3	2.57766e+06
Q9H2K8	TAOK3_HUMAN	TAOK3	Serine/threonine-protein kinase TAO3	3.21808e+06
Q9H2M9	RBGPR_HUMAN	RAB3GAP2	Rab3 GTPase-activating protein non-catalytic subunit	5.21943e+06
Q9H2P0	ADNP_HUMAN	ADNP	Activity-dependent neuroprotector homeobox protein	1.23979e+06
Q9H2U1	DHX36_HUMAN	DHX36	ATP-dependent DNA/RNA helicase DHX36	2.70333e+06
Q9H2U2	IPYR2_HUMAN	PPA2	Inorganic pyrophosphatase 2, mitochondrial	1.33128e+07
Q9H2W6	RM46_HUMAN	MRPL46	Large ribosomal subunit protein mL46	2.52541e+06
Q9H307	PININ_HUMAN	PNN	Pinin	5.3188e+06
Q9H330	TM245_HUMAN	TMEM245	Transmembrane protein 245	594397
Q9H3D4	P63_HUMAN	TP63	Tumor protein 63	3.5628e+06
Q9H3G5	CPVL_HUMAN	CPVL	Probable serine carboxypeptidase CPVL	7.75855e+06
Q9H3H3	CK068_HUMAN	C11orf68	UPF0696 protein C11orf68	2.86325e+06
Q9H3K6	BOLA2_HUMAN	BOLA2	BolA-like protein 2	1.45538e+07
Q9H3N1	TMX1_HUMAN	TMX1	Thioredoxin-related transmembrane protein 1	1.55889e+07
