Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\DIArt_model\human\A20200127caix_yuanch_TCPA_CA_120min_DIA_09.mzML
Q99805	TM9S2_HUMAN	TM9SF2	Transmembrane 9 superfamily member 2	3.49986e+06
Q99807	COQ7_HUMAN	COQ7	5-demethoxyubiquinone hydroxylase, mitochondrial	1.17885e+07
Q99811	PRRX2_HUMAN	PRRX2	Paired mesoderm homeobox protein 2	1.60932e+06
Q99816	TS101_HUMAN	TSG101	Tumor susceptibility gene 101 protein	8.21697e+06
Q99828	CIB1_HUMAN	CIB1	Calcium and integrin-binding protein 1	1.10994e+06
Q99829	CPNE1_HUMAN	CPNE1	Copine-1	6.7483e+07
Q99832	TCPH_HUMAN	CCT7	T-complex protein 1 subunit eta	1.05925e+08
Q99836	MYD88_HUMAN	MYD88	Myeloid differentiation primary response protein MyD88	4.82333e+06
Q99848	EBP2_HUMAN	EBNA1BP2	Probable rRNA-processing protein EBP2	1.66045e+07
Q99856	ARI3A_HUMAN	ARID3A	AT-rich interactive domain-containing protein 3A	4.93004e+06
Q99873	ANM1_HUMAN	PRMT1	Protein arginine N-methyltransferase 1	3.03148e+07
Q99880	H2B1L_HUMAN	H2BC13	Histone H2B type 1-L	2.20564e+09
Q99933	BAG1_HUMAN	BAG1	BAG family molecular chaperone regulator 1	2.55707e+06
Q99943	PLCA_HUMAN	AGPAT1	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha	7.90193e+06
Q99956	DUS9_HUMAN	DUSP9	Dual specificity protein phosphatase 9	716187
Q99959	PKP2_HUMAN	PKP2	Plakophilin-2	1.42207e+07
Q99961	SH3G1_HUMAN	SH3GL1	Endophilin-A2	8.71716e+06
Q99969	RARR2_HUMAN	RARRES2	Retinoic acid receptor responder protein 2	4.10568e+06
Q99986	VRK1_HUMAN	VRK1	Serine/threonine-protein kinase VRK1	6.78224e+06
Q99996	AKAP9_HUMAN	AKAP9	A-kinase anchor protein 9	3.92101e+06
Q9BPU6	DPYL5_HUMAN	DPYSL5	Dihydropyrimidinase-related protein 5	1.95766e+06
Q9BPW8	NIPS1_HUMAN	NIPSNAP1	Protein NipSnap homolog 1	2.80525e+07
Q9BPX3	CND3_HUMAN	NCAPG	Condensin complex subunit 3	3.60168e+06
Q9BPX5	ARP5L_HUMAN	ARPC5L	Actin-related protein 2/3 complex subunit 5-like protein	1.95567e+07
Q9BQ04	RBM4B_HUMAN	RBM4B	RNA-binding protein 4B	527098
Q9BQ24	ZFY21_HUMAN	ZFYVE21	Zinc finger FYVE domain-containing protein 21	472528
Q9BQ39	DDX50_HUMAN	DDX50	ATP-dependent RNA helicase DDX50	1.88459e+07
Q9BQ48	RM34_HUMAN	MRPL34	Large ribosomal subunit protein bL34m	3.60952e+06
Q9BQ52	RNZ2_HUMAN	ELAC2	Zinc phosphodiesterase ELAC protein 2	1.20351e+07
Q9BQ61	TRIR_HUMAN	TRIR	Telomerase RNA component interacting RNase	1.17949e+07
Q9BQ67	GRWD1_HUMAN	GRWD1	Glutamate-rich WD repeat-containing protein 1	7.89768e+06
Q9BQ69	MACD1_HUMAN	MACROD1	ADP-ribose glycohydrolase MACROD1	1.59651e+07
Q9BQ70	TCF25_HUMAN	TCF25	Ribosome quality control complex subunit TCF25	1.94767e+06
Q9BQ75	CMS1_HUMAN	CMSS1	Protein CMSS1	1.47404e+07
Q9BQ95	ECSIT_HUMAN	ECSIT	Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial	1.44614e+06
Q9BQA1	MEP50_HUMAN	WDR77	Methylosome protein WDR77	1.24032e+07
Q9BQC3	DPH2_HUMAN	DPH2	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	3.84095e+06
Q9BQC6	RT63_HUMAN	MRPL57	Large ribosomal subunit protein mL63	1.10535e+07
Q9BQE3	TBA1C_HUMAN	TUBA1C	Tubulin alpha-1C chain	8.35899e+08
Q9BQE5	APOL2_HUMAN	APOL2	Apolipoprotein L2	4.31614e+06
Q9BQG0	MBB1A_HUMAN	MYBBP1A	Myb-binding protein 1A	2.69813e+07
Q9BQI0	AIF1L_HUMAN	AIF1L	Allograft inflammatory factor 1-like	7.97107e+06
Q9BQS8	FYCO1_HUMAN	FYCO1	FYVE and coiled-coil domain-containing protein 1	1.65815e+06
Q9BR61	ACBD6_HUMAN	ACBD6	Acyl-CoA-binding domain-containing protein 6	1.90274e+06
Q9BR76	COR1B_HUMAN	CORO1B	Coronin-1B	4.37789e+07
Q9BRA2	TXD17_HUMAN	TXNDC17	Thioredoxin domain-containing protein 17	4.92632e+07
Q9BRD0	BUD13_HUMAN	BUD13	BUD13 homolog	1.01826e+07
Q9BRF8	CPPED_HUMAN	CPPED1	Serine/threonine-protein phosphatase CPPED1	1.86007e+06
Q9BRG1	VPS25_HUMAN	VPS25	Vacuolar protein-sorting-associated protein 25	6.80099e+06
Q9BRJ2	RM45_HUMAN	MRPL45	Large ribosomal subunit protein mL45	1.33459e+07
Q9BRJ6	CG050_HUMAN	C7orf50	Uncharacterized protein C7orf50	6.35148e+06
Q9BRJ7	TIRR_HUMAN	NUDT16L1	Tudor-interacting repair regulator protein	5.14178e+06
Q9BRK3	MXRA8_HUMAN	MXRA8	Matrix remodeling-associated protein 8	1.76193e+07
Q9BRK5	CAB45_HUMAN	SDF4	45 kDa calcium-binding protein	6.89567e+06
Q9BRL6	SRSF8_HUMAN	SRSF8	Serine/arginine-rich splicing factor 8	2.73406e+06
Q9BRP4	PAAF1_HUMAN	PAAF1	Proteasomal ATPase-associated factor 1	6.53611e+06
Q9BRP8	PYM1_HUMAN	PYM1	Partner of Y14 and mago	1.32303e+07
Q9BRQ0	PYGO2_HUMAN	PYGO2	Pygopus homolog 2	3.4556e+06
Q9BRQ6	MIC25_HUMAN	CHCHD6	MICOS complex subunit MIC25	8.26731e+06
Q9BRR6	ADPGK_HUMAN	ADPGK	ADP-dependent glucokinase	1.92887e+06
Q9BRR8	GPTC1_HUMAN	GPATCH1	G patch domain-containing protein 1	940601
Q9BRS2	RIOK1_HUMAN	RIOK1	Serine/threonine-protein kinase RIO1	3.19523e+06
Q9BRT2	UQCC2_HUMAN	UQCC2	Ubiquinol-cytochrome-c reductase complex assembly factor 2	8.94638e+06
Q9BRT3	MIEN1_HUMAN	MIEN1	Migration and invasion enhancer 1	6.95142e+06
Q9BRT6	LLPH_HUMAN	LLPH	Protein LLP homolog	1.04909e+07
Q9BRT9	SLD5_HUMAN	GINS4	DNA replication complex GINS protein SLD5	3.70774e+06
Q9BRX2	PELO_HUMAN	PELO	Protein pelota homolog	1.50973e+06
Q9BRX5	PSF3_HUMAN	GINS3	DNA replication complex GINS protein PSF3	5.99751e+06
Q9BRX8	PXL2A_HUMAN	PRXL2A	Peroxiredoxin-like 2A	1.32715e+07
Q9BRZ2	TRI56_HUMAN	TRIM56	E3 ubiquitin-protein ligase TRIM56	2.14379e+06
Q9BS26	ERP44_HUMAN	ERP44	Endoplasmic reticulum resident protein 44	1.79419e+07
Q9BS40	LXN_HUMAN	LXN	Latexin	4.88429e+06
Q9BSB4	ATGA1_HUMAN	ATG101	Autophagy-related protein 101	1.25017e+06
Q9BSC4	NOL10_HUMAN	NOL10	Nucleolar protein 10	7.80899e+06
Q9BSD7	NTPCR_HUMAN	NTPCR	Cancer-related nucleoside-triphosphatase	1.05938e+07
Q9BSE5	GDAH_HUMAN	AGMAT	Guanidino acid hydrolase, mitochondrial	2.3484e+06
Q9BSF4	TIM29_HUMAN	TIMM29	Mitochondrial import inner membrane translocase subunit Tim29	4.99739e+06
Q9BSH4	TACO1_HUMAN	TACO1	Translational activator of cytochrome c oxidase 1	8.2408e+06
Q9BSH5	HDHD3_HUMAN	HDHD3	Haloacid dehalogenase-like hydrolase domain-containing protein 3	7.17617e+06
Q9BSJ2	GCP2_HUMAN	TUBGCP2	Gamma-tubulin complex component 2	3.63586e+06
Q9BSJ8	ESYT1_HUMAN	ESYT1	Extended synaptotagmin-1	3.13566e+07
Q9BSM1	PCGF1_HUMAN	PCGF1	Polycomb group RING finger protein 1	2.51448e+06
Q9BSR8	YIPF4_HUMAN	YIPF4	Protein YIPF4	6.7094e+06
Q9BST9	RTKN_HUMAN	RTKN	Rhotekin	3.4009e+06
Q9BSV6	SEN34_HUMAN	TSEN34	tRNA-splicing endonuclease subunit Sen34	4.41504e+06
Q9BT09	CNPY3_HUMAN	CNPY3	Protein canopy homolog 3	9.11156e+06
Q9BT17	MTG1_HUMAN	MTG1	Mitochondrial ribosome-associated GTPase 1	3.14041e+06
Q9BT22	ALG1_HUMAN	ALG1	Chitobiosyldiphosphodolichol beta-mannosyltransferase	1.38693e+06
Q9BT23	LIMD2_HUMAN	LIMD2	LIM domain-containing protein 2	2.60445e+06
Q9BT25	HAUS8_HUMAN	HAUS8	HAUS augmin-like complex subunit 8	2.77173e+06
Q9BT73	PSMG3_HUMAN	PSMG3	Proteasome assembly chaperone 3	8.42791e+06
Q9BT78	CSN4_HUMAN	COPS4	COP9 signalosome complex subunit 4	1.64597e+07
Q9BTA9	WAC_HUMAN	WAC	WW domain-containing adapter protein with coiled-coil	3.11705e+06
Q9BTC0	DIDO1_HUMAN	DIDO1	Death-inducer obliterator 1	3.68626e+07
Q9BTC8	MTA3_HUMAN	MTA3	Metastasis-associated protein MTA3	7.65503e+06
Q9BTD8	RBM42_HUMAN	RBM42	RNA-binding protein 42	2.8089e+06
Q9BTE3	MCMBP_HUMAN	MCMBP	Mini-chromosome maintenance complex-binding protein	9.43422e+06
Q9BTE6	AASD1_HUMAN	AARSD1	Alanyl-tRNA editing protein Aarsd1	1.07675e+07
Q9BTE7	DCNL5_HUMAN	DCUN1D5	DCN1-like protein 5	1.49238e+07
Q9BTL3	RAMAC_HUMAN	RAMAC	RNA guanine-N7 methyltransferase activating subunit	1.32635e+07
Q9BTM9	URM1_HUMAN	URM1	Ubiquitin-related modifier 1	1.93902e+07
Q9BTT0	AN32E_HUMAN	ANP32E	Acidic leucine-rich nuclear phosphoprotein 32 family member E	6.57041e+07
Q9BTT6	LRRC1_HUMAN	LRRC1	Leucine-rich repeat-containing protein 1	5.07411e+06
Q9BTU6	P4K2A_HUMAN	PI4K2A	Phosphatidylinositol 4-kinase type 2-alpha	4.63664e+06
Q9BTV4	TMM43_HUMAN	TMEM43	Transmembrane protein 43	1.28839e+07
Q9BTW9	TBCD_HUMAN	TBCD	Tubulin-specific chaperone D	9.84141e+06
Q9BTX1	NDC1_HUMAN	NDC1	Nucleoporin NDC1	4.13158e+06
Q9BTY2	FUCO2_HUMAN	FUCA2	Plasma alpha-L-fucosidase	2.82331e+06
Q9BTY7	HGH1_HUMAN	HGH1	Protein HGH1 homolog	2.18456e+07
Q9BTZ2	DHRS4_HUMAN	DHRS4	Dehydrogenase/reductase SDR family member 4	2.4073e+07
Q9BU61	NDUF3_HUMAN	NDUFAF3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	2.74427e+07
Q9BU76	MMTA2_HUMAN	MMTAG2	Multiple myeloma tumor-associated protein 2	9.5545e+06
Q9BU89	DOHH_HUMAN	DOHH	Deoxyhypusine hydroxylase	2.15161e+06
Q9BUA3	SPNDC_HUMAN	SPINDOC	Spindlin interactor and repressor of chromatin-binding protein	3.90698e+06
Q9BUB7	TMM70_HUMAN	TMEM70	Transmembrane protein 70, mitochondrial	1.49998e+07
Q9BUE0	MED18_HUMAN	MED18	Mediator of RNA polymerase II transcription subunit 18	3.89712e+06
Q9BUF5	TBB6_HUMAN	TUBB6	Tubulin beta-6 chain	7.21703e+07
Q9BUH6	PAXX_HUMAN	PAXX	Protein PAXX	6.71631e+06
Q9BUI4	RPC3_HUMAN	POLR3C	DNA-directed RNA polymerase III subunit RPC3	5.1232e+06
Q9BUJ2	HNRL1_HUMAN	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	5.47365e+07
Q9BUK6	MSTO1_HUMAN	MSTO1	Protein misato homolog 1	4.16163e+06
Q9BUL5	PHF23_HUMAN	PHF23	PHD finger protein 23	2.30362e+06
Q9BUL8	PDC10_HUMAN	PDCD10	Programmed cell death protein 10	3.04165e+07
Q9BUL9	RPP25_HUMAN	RPP25	Ribonuclease P protein subunit p25	5.35098e+06
Q9BUN8	DERL1_HUMAN	DERL1	Derlin-1	2.05613e+07
Q9BUP3	HTAI2_HUMAN	HTATIP2	Oxidoreductase HTATIP2	1.70845e+07
Q9BUQ8	DDX23_HUMAN	DDX23	Probable ATP-dependent RNA helicase DDX23	6.17888e+07
Q9BUR4	TCAB1_HUMAN	WRAP53	Telomerase Cajal body protein 1	956236
Q9BUR5	MIC26_HUMAN	APOO	MICOS complex subunit MIC26	6.59318e+06
Q9BUT1	DHRS6_HUMAN	BDH2	Dehydrogenase/reductase SDR family member 6	1.03687e+07
Q9BUT9	MCRI2_HUMAN	MCRIP2	MAPK regulated corepressor interacting protein 2	2.74419e+06
Q9BV20	MTNA_HUMAN	MRI1	Methylthioribose-1-phosphate isomerase	1.33024e+07
Q9BV38	WDR18_HUMAN	WDR18	WD repeat-containing protein 18	7.47946e+07
Q9BV40	VAMP8_HUMAN	VAMP8	Vesicle-associated membrane protein 8	1.22906e+07
Q9BV44	THUM3_HUMAN	THUMPD3	tRNA (guanine(6)-N2)-methyltransferase THUMP3	4.73554e+06
Q9BV57	MTND_HUMAN	ADI1	Acireductone dioxygenase	2.02776e+07
Q9BV73	CP250_HUMAN	CEP250	Centrosome-associated protein CEP250	1.69096e+06
Q9BV79	MECR_HUMAN	MECR	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	1.58871e+07
Q9BV86	NTM1A_HUMAN	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	1.37832e+07
Q9BVA0	KTNB1_HUMAN	KATNB1	Katanin p80 WD40 repeat-containing subunit B1	1.54199e+06
Q9BVA1	TBB2B_HUMAN	TUBB2B	Tubulin beta-2B chain	1.14445e+08
Q9BVC3	DCC1_HUMAN	DSCC1	Sister chromatid cohesion protein DCC1	1.21552e+06
Q9BVC4	LST8_HUMAN	MLST8	Target of rapamycin complex subunit LST8	9.41266e+06
Q9BVC5	ASHWN_HUMAN	C2orf49	Ashwin	4.01666e+06
Q9BVC6	TM109_HUMAN	TMEM109	Transmembrane protein 109	7.10593e+07
Q9BVG4	PBDC1_HUMAN	PBDC1	Protein PBDC1	1.84655e+07
Q9BVG9	PTSS2_HUMAN	PTDSS2	Phosphatidylserine synthase 2	1.72978e+06
Q9BVI4	NOC4L_HUMAN	NOC4L	Nucleolar complex protein 4 homolog	1.19242e+07
Q9BVJ6	UT14A_HUMAN	UTP14A	U3 small nucleolar RNA-associated protein 14 homolog A	6.99443e+06
Q9BVJ7	DUS23_HUMAN	DUSP23	Dual specificity protein phosphatase 23	6.33902e+06
Q9BVK6	TMED9_HUMAN	TMED9	Transmembrane emp24 domain-containing protein 9	2.93162e+07
Q9BVL2	NUP58_HUMAN	NUP58	Nucleoporin p58/p45	8.00462e+06
Q9BVL4	SELO_HUMAN	SELENOO	Protein adenylyltransferase SelO, mitochondrial	983652
Q9BVM2	DPCD_HUMAN	DPCD	Protein DPCD	4.68209e+06
Q9BVM4	GGACT_HUMAN	GGACT	Gamma-glutamylaminecyclotransferase	725922
Q9BVP2	GNL3_HUMAN	GNL3	Guanine nucleotide-binding protein-like 3	2.7266e+07
Q9BVQ7	AFG2B_HUMAN	AFG2B	ATPase family gene 2 protein homolog B	2.31267e+06
Q9BVS5	TR61B_HUMAN	TRMT61B	tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial	2.30365e+06
Q9BVT8	TMUB1_HUMAN	TMUB1	Transmembrane and ubiquitin-like domain-containing protein 1	6.10802e+06
Q9BVV7	TIM21_HUMAN	TIMM21	Mitochondrial import inner membrane translocase subunit Tim21	3.47041e+06
Q9BVW5	TIPIN_HUMAN	TIPIN	TIMELESS-interacting protein	954635
Q9BW04	SARG_HUMAN	SARG	Specifically androgen-regulated gene protein	1.43152e+06
Q9BW19	KIFC1_HUMAN	KIFC1	Kinesin-like protein KIFC1	473720
Q9BW27	NUP85_HUMAN	NUP85	Nuclear pore complex protein Nup85	9.62078e+06
Q9BW30	TPPP3_HUMAN	TPPP3	Tubulin polymerization-promoting protein family member 3	1.08914e+07
Q9BW61	DDA1_HUMAN	DDA1	DET1- and DDB1-associated protein 1	2.87268e+06
Q9BW71	HIRP3_HUMAN	HIRIP3	HIRA-interacting protein 3	2.60861e+06
Q9BW83	IFT27_HUMAN	IFT27	Intraflagellar transport protein 27 homolog	4.17823e+06
Q9BW85	YJU2_HUMAN	YJU2	Splicing factor YJU2	2.66255e+06
Q9BW91	NUDT9_HUMAN	NUDT9	ADP-ribose pyrophosphatase, mitochondrial	4.97972e+06
Q9BW92	SYTM_HUMAN	TARS2	Threonine--tRNA ligase, mitochondrial	3.90727e+07
Q9BWD1	THIC_HUMAN	ACAT2	Acetyl-CoA acetyltransferase, cytosolic	8.85609e+06
Q9BWE0	REPI1_HUMAN	REPIN1	Replication initiator 1	8.6003e+06
Q9BWF3	RBM4_HUMAN	RBM4	RNA-binding protein 4	2.78748e+07
Q9BWG4	SSBP4_HUMAN	SSBP4	Single-stranded DNA-binding protein 4	2.13043e+06
Q9BWH2	FUND2_HUMAN	FUNDC2	FUN14 domain-containing protein 2	1.11874e+06
Q9BWH6	RPAP1_HUMAN	RPAP1	RNA polymerase II-associated protein 1	6.99441e+06
Q9BWJ5	SF3B5_HUMAN	SF3B5	Splicing factor 3B subunit 5	1.23605e+07
Q9BWM7	SFXN3_HUMAN	SFXN3	Sideroflexin-3	2.11154e+07
Q9BWS9	CHID1_HUMAN	CHID1	Chitinase domain-containing protein 1	6.87134e+06
Q9BWU0	NADAP_HUMAN	SLC4A1AP	Kanadaptin	4.2498e+06
Q9BWW4	SSBP3_HUMAN	SSBP3	Single-stranded DNA-binding protein 3	6.32342e+06
Q9BX40	LS14B_HUMAN	LSM14B	Protein LSM14 homolog B	2.46567e+06
Q9BX68	HINT2_HUMAN	HINT2	Adenosine 5'-monophosphoramidase HINT2	3.96359e+07
Q9BX70;Q9H0C5	BTBD1_HUMAN;BTBD2_HUMAN	BTBD1;BTBD2	BTB/POZ domain-containing protein 2	1.47459e+06
Q9BX79	STRA6_HUMAN	STRA6	Receptor for retinol uptake STRA6	1.51011e+06
Q9BX97	PLVAP_HUMAN	PLVAP	Plasmalemma vesicle-associated protein	1.15986e+06
Q9BXB4	OSB11_HUMAN	OSBPL11	Oxysterol-binding protein-related protein 11	1.07324e+06
Q9BXB5	OSB10_HUMAN	OSBPL10	Oxysterol-binding protein-related protein 10	3.6554e+06
Q9BXB7	SPT16_HUMAN	SPATA16	Spermatogenesis-associated protein 16	7.76246e+06
Q9BXJ9	NAA15_HUMAN	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit	1.43153e+07
Q9BXK5	B2L13_HUMAN	BCL2L13	Bcl-2-like protein 13	4.98967e+06
Q9BXP2	S12A9_HUMAN	SLC12A9	Solute carrier family 12 member 9	1.03345e+06
Q9BXP5	SRRT_HUMAN	SRRT	Serrate RNA effector molecule homolog	5.08422e+07
Q9BXR0	TGT_HUMAN	QTRT1	Queuine tRNA-ribosyltransferase catalytic subunit 1	2.95938e+06
Q9BXS5	AP1M1_HUMAN	AP1M1	AP-1 complex subunit mu-1	1.19262e+07
Q9BXS6	NUSAP_HUMAN	NUSAP1	Nucleolar and spindle-associated protein 1	7.36399e+06
Q9BXV9	GON7_HUMAN	GON7	EKC/KEOPS complex subunit GON7	2.14887e+06
Q9BXW6	OSBL1_HUMAN	OSBPL1A	Oxysterol-binding protein-related protein 1	4.47411e+06
Q9BXW7	HDHD5_HUMAN	HDHD5	Haloacid dehalogenase-like hydrolase domain-containing 5	3.81585e+07
Q9BXY0	MAK16_HUMAN	MAK16	Protein MAK16 homolog	6.53158e+06
Q9BY32	ITPA_HUMAN	ITPA	Inosine triphosphate pyrophosphatase	2.08299e+07
Q9BY41	HDAC8_HUMAN	HDAC8	Histone deacetylase 8	2.86101e+06
Q9BY42	RTF2_HUMAN	RTF2	Replication termination factor 2	4.39124e+06
Q9BY43	CHM4A_HUMAN	CHMP4A	Charged multivesicular body protein 4a	6.71099e+06
Q9BY44	EIF2A_HUMAN	EIF2A	Eukaryotic translation initiation factor 2A	1.22429e+07
Q9BY77	PDIP3_HUMAN	POLDIP3	Polymerase delta-interacting protein 3	1.05269e+07
Q9BYB4	GNB1L_HUMAN	GNB1L	Guanine nucleotide-binding protein subunit beta-like protein 1	4.49697e+06
Q9BYC5	FUT8_HUMAN	FUT8	Alpha-(1,6)-fucosyltransferase	1.32419e+06
Q9BYC8	RM32_HUMAN	MRPL32	Large ribosomal subunit protein bL32m	5.09277e+06
Q9BYC9	RM20_HUMAN	MRPL20	Large ribosomal subunit protein bL20m	3.91902e+06
Q9BYD1	RM13_HUMAN	MRPL13	Large ribosomal subunit protein uL13m	1.63093e+07
Q9BYD2	RM09_HUMAN	MRPL9	Large ribosomal subunit protein bL9m	7.12401e+06
Q9BYD3	RM04_HUMAN	MRPL4	Large ribosomal subunit protein uL4m	4.15873e+07
Q9BYD6	RM01_HUMAN	MRPL1	Large ribosomal subunit protein uL1m	1.5284e+07
Q9BYG3	MK67I_HUMAN	NIFK	MKI67 FHA domain-interacting nucleolar phosphoprotein	1.19071e+07
Q9BYG4;Q9BYG5;Q9NPB6	PAR6A_HUMAN;PAR6B_HUMAN;PAR6G_HUMAN	PARD6A;PARD6B;PARD6G	Partitioning defective 6 homolog gamma	2.48259e+06
Q9BYJ9	YTHD1_HUMAN	YTHDF1	YTH domain-containing family protein 1	2.5499e+06
Q9BYK8	HELZ2_HUMAN	HELZ2	Helicase with zinc finger domain 2	2.81865e+06
Q9BYN8	RT26_HUMAN	MRPS26	Small ribosomal subunit protein mS26	1.14652e+07
Q9BYT8	NEUL_HUMAN	NLN	Neurolysin, mitochondrial	5.97263e+07
Q9BYV8	CEP41_HUMAN	CEP41	Centrosomal protein of 41 kDa	1.70393e+06
Q9BYZ2	LDH6B_HUMAN	LDHAL6B	L-lactate dehydrogenase A-like 6B	3.70316e+06
Q9BZ29	DOCK9_HUMAN	DOCK9	Dedicator of cytokinesis protein 9	3.24983e+06
Q9BZ67	FRMD8_HUMAN	FRMD8	FERM domain-containing protein 8	1.81095e+06
Q9BZD4	NUF2_HUMAN	NUF2	Kinetochore protein Nuf2	161084
Q9BZE1	RM37_HUMAN	MRPL37	Large ribosomal subunit protein mL37	1.67308e+07
Q9BZE2	PUS3_HUMAN	PUS3	tRNA pseudouridine(38/39) synthase	2.04802e+06
Q9BZE4	GTPB4_HUMAN	GTPBP4	GTP-binding protein 4	1.85662e+07
Q9BZE9	ASPC1_HUMAN	ASPSCR1	Tether containing UBX domain for GLUT4	8.92079e+06
Q9BZF1	OSBL8_HUMAN	OSBPL8	Oxysterol-binding protein-related protein 8	4.77018e+06
Q9BZF9	UACA_HUMAN	UACA	Uveal autoantigen with coiled-coil domains and ankyrin repeats	2.29318e+06
Q9BZG1	RAB34_HUMAN	RAB34	Ras-related protein Rab-34	6.44128e+06
Q9BZG8	DPH1_HUMAN	DPH1	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1	1.93133e+06
Q9BZH6	WDR11_HUMAN	WDR11	WD repeat-containing protein 11	5.82533e+06
Q9BZI7	REN3B_HUMAN	UPF3B	Regulator of nonsense transcripts 3B	3.86362e+06
Q9BZJ0	CRNL1_HUMAN	CRNKL1	Crooked neck-like protein 1	1.4398e+07
Q9BZK7	TBL1R_HUMAN	TBL1XR1	F-box-like/WD repeat-containing protein TBL1XR1	1.80586e+07
Q9BZL6	KPCD2_HUMAN	PRKD2	Serine/threonine-protein kinase D2	1.82186e+06
Q9BZQ6	EDEM3_HUMAN	EDEM3	ER degradation-enhancing alpha-mannosidase-like protein 3	3.49582e+06
Q9BZQ8	NIBA1_HUMAN	NIBAN1	Protein Niban 1	7.0993e+06
Q9BZX2	UCK2_HUMAN	UCK2	Uridine-cytidine kinase 2	8.78248e+06
Q9BZZ5	API5_HUMAN	API5	Apoptosis inhibitor 5	6.38314e+07
Q9C004	SPY4_HUMAN	SPRY4	Protein sprouty homolog 4	5.30056e+06
Q9C005	DPY30_HUMAN	DPY30	Protein dpy-30 homolog	3.18895e+07
Q9C075	K1C23_HUMAN	KRT23	Keratin, type I cytoskeletal 23	7.3195e+06
Q9C0B0	UNK_HUMAN	UNK	RING finger protein unkempt homolog	3.17784e+06
Q9C0B1	FTO_HUMAN	FTO	Alpha-ketoglutarate-dependent dioxygenase FTO	4.31582e+06
Q9C0B5	ZDHC5_HUMAN	ZDHHC5	Palmitoyltransferase ZDHHC5	3.98326e+06
Q9C0C2	TB182_HUMAN	TNKS1BP1	182 kDa tankyrase-1-binding protein	1.48538e+07
Q9C0C7	AMRA1_HUMAN	AMBRA1	Activating molecule in BECN1-regulated autophagy protein 1	978555
Q9C0C9	UBE2O_HUMAN	UBE2O	(E3-independent) E2 ubiquitin-conjugating enzyme	1.11386e+07
Q9C0D3	ZY11B_HUMAN	ZYG11B	Protein zyg-11 homolog B	406956
Q9C0E2	XPO4_HUMAN	XPO4	Exportin-4	5.57018e+06
Q9C0E8	LNP_HUMAN	LNPK	Endoplasmic reticulum junction formation protein lunapark	2.19032e+06
Q9C0J8	WDR33_HUMAN	WDR33	pre-mRNA 3' end processing protein WDR33	5.15302e+06
Q9GZL7	WDR12_HUMAN	WDR12	Ribosome biogenesis protein WDR12	1.22433e+07
Q9GZM7	TINAL_HUMAN	TINAGL1	Tubulointerstitial nephritis antigen-like	1.08911e+07
Q9GZM8	NDEL1_HUMAN	NDEL1	Nuclear distribution protein nudE-like 1	185053
Q9GZN1	ARP6_HUMAN	ACTR6	Actin-related protein 6	2.29627e+06
Q9GZN8	ADSSP_HUMAN	ADISSP	Adipose-secreted signaling protein	2.58982e+06
Q9GZP4	PITH1_HUMAN	PITHD1	PITH domain-containing protein 1	2.01006e+07
Q9GZQ3	COMD5_HUMAN	COMMD5	COMM domain-containing protein 5	3.94975e+06
Q9GZR2	REXO4_HUMAN	REXO4	RNA exonuclease 4	2.45976e+06
Q9GZR7	DDX24_HUMAN	DDX24	ATP-dependent RNA helicase DDX24	6.95454e+06
Q9GZS1	RPA49_HUMAN	POLR1E	DNA-directed RNA polymerase I subunit RPA49	3.87131e+06
Q9GZS3	SKI8_HUMAN	SKIC8	Superkiller complex protein 8	1.50628e+07
Q9GZT3	SLIRP_HUMAN	SLIRP	SRA stem-loop-interacting RNA-binding protein, mitochondrial	1.60947e+08
Q9GZT6	CC90B_HUMAN	CCDC90B	Coiled-coil domain-containing protein 90B, mitochondrial	2.27987e+06
Q9GZT8	NIF3L_HUMAN	NIF3L1	NIF3-like protein 1	1.11496e+07
Q9GZT9	EGLN1_HUMAN	EGLN1	Egl nine homolog 1	2.33685e+06
Q9GZU8	PIP30_HUMAN	PSME3IP1	PSME3-interacting protein	5.50627e+06
Q9GZY8	MFF_HUMAN	MFF	Mitochondrial fission factor	5.28874e+06
Q9GZZ1	NAA50_HUMAN	NAA50	N-alpha-acetyltransferase 50	1.45283e+07
Q9GZZ9	UBA5_HUMAN	UBA5	Ubiquitin-like modifier-activating enzyme 5	9.70882e+06
Q9H000	MKRN2_HUMAN	MKRN2	E3 ubiquitin-protein ligase makorin-2	3.64915e+06
Q9H008	LHPP_HUMAN	LHPP	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	4.49901e+06
Q9H019	MFR1L_HUMAN	MTFR1L	Mitochondrial fission regulator 1-like	6.82298e+06
Q9H061	T126A_HUMAN	TMEM126A	Transmembrane protein 126A	4.47139e+06
