Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02.mzML
Q9H1I8	ASCC2_HUMAN	ASCC2	Activating signal cointegrator 1 complex subunit 2	2.11083e+06
Q9H1K1	ISCU_HUMAN	ISCU	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial	5.71237e+06
Q9H1P3	OSBL2_HUMAN	OSBPL2	Oxysterol-binding protein-related protein 2	1.26553e+06
Q9H1Y0	ATG5_HUMAN	ATG5	Autophagy protein 5	1.58456e+06
Q9H1Z4	WDR13_HUMAN	WDR13	WD repeat-containing protein 13	2.47957e+06
Q9H211	CDT1_HUMAN	CDT1	DNA replication factor Cdt1	590083
Q9H223	EHD4_HUMAN	EHD4	EH domain-containing protein 4	4.14924e+06
Q9H267	VP33B_HUMAN	VPS33B	Vacuolar protein sorting-associated protein 33B	2.47275e+06
Q9H269	VPS16_HUMAN	VPS16	Vacuolar protein sorting-associated protein 16 homolog	908325
Q9H270	VPS11_HUMAN	VPS11	Vacuolar protein sorting-associated protein 11 homolog	457672
Q9H299	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3	2.09042e+07
Q9H2C0	GAN_HUMAN	GAN	Gigaxonin	1.15949e+06
Q9H2D6	TARA_HUMAN	TRIOBP	TRIO and F-actin-binding protein	1.59965e+06
Q9H2G2	SLK_HUMAN	SLK	STE20-like serine/threonine-protein kinase	1.14827e+07
Q9H2H8	PPIL3_HUMAN	PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3	9.42599e+06
Q9H2H9	S38A1_HUMAN	SLC38A1	Sodium-coupled neutral amino acid transporter 1	6.29677e+06
Q9H2J4	PDCL3_HUMAN	PDCL3	Phosducin-like protein 3	2.2033e+06
Q9H2J7	S6A15_HUMAN	SLC6A15	Sodium-dependent neutral amino acid transporter B(0)AT2	2.74057e+06
Q9H2K8	TAOK3_HUMAN	TAOK3	Serine/threonine-protein kinase TAO3	2.75738e+06
Q9H2M9	RBGPR_HUMAN	RAB3GAP2	Rab3 GTPase-activating protein non-catalytic subunit	3.10928e+06
Q9H2P0	ADNP_HUMAN	ADNP	Activity-dependent neuroprotector homeobox protein	5.58186e+06
Q9H2P9	DPH5_HUMAN	DPH5	Diphthine methyl ester synthase	2.28879e+06
Q9H2U1	DHX36_HUMAN	DHX36	ATP-dependent DNA/RNA helicase DHX36	6.48911e+06
Q9H2U2	IPYR2_HUMAN	PPA2	Inorganic pyrophosphatase 2, mitochondrial	5.2498e+07
Q9H2V7	SPNS1_HUMAN	SPNS1	Protein spinster homolog 1	4.96941e+06
Q9H2W6	RM46_HUMAN	MRPL46	39S ribosomal protein L46, mitochondrial	6.32699e+06
Q9H2Y7	ZN106_HUMAN	ZNF106	Zinc finger protein 106	1.69528e+06
Q9H307	PININ_HUMAN	PNN	Pinin	1.7172e+07
Q9H330	TM245_HUMAN	TMEM245	Transmembrane protein 245	3.90021e+06
Q9H3G5	CPVL_HUMAN	CPVL	Probable serine carboxypeptidase CPVL	1.48647e+07
Q9H3H1	MOD5_HUMAN	TRIT1	tRNA dimethylallyltransferase	731534
Q9H3H3	CK068_HUMAN	C11orf68	UPF0696 protein C11orf68	2.01614e+06
Q9H3H5	GPT_HUMAN	DPAGT1	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	9.94476e+06
Q9H3K2	GHITM_HUMAN	GHITM	Growth hormone-inducible transmembrane protein	1.05399e+07
Q9H3K6	BOLA2_HUMAN	BOLA2	BolA-like protein 2	5.28032e+07
Q9H3M7	TXNIP_HUMAN	TXNIP	Thioredoxin-interacting protein	7.29474e+06
Q9H3N1	TMX1_HUMAN	TMX1	Thioredoxin-related transmembrane protein 1	2.41535e+07
Q9H3P2	NELFA_HUMAN	NELFA	Negative elongation factor A	5.4177e+06
Q9H3P7	GCP60_HUMAN	ACBD3	Golgi resident protein GCP60	5.93286e+06
Q9H3Q1	BORG4_HUMAN	CDC42EP4	Cdc42 effector protein 4	3.76721e+06
Q9H3R5	CENPH_HUMAN	CENPH	Centromere protein H	1.1062e+06
Q9H3S7	PTN23_HUMAN	PTPN23	Tyrosine-protein phosphatase non-receptor type 23	612679
Q9H3U1	UN45A_HUMAN	UNC45A	Protein unc-45 homolog A	5.75392e+06
Q9H410	DSN1_HUMAN	DSN1	Kinetochore-associated protein DSN1 homolog	1.71138e+06
Q9H444	CHM4B_HUMAN	CHMP4B	Charged multivesicular body protein 4b	9.24519e+07
Q9H446	RWDD1_HUMAN	RWDD1	RWD domain-containing protein 1	2.3608e+06
Q9H467	CUED2_HUMAN	CUEDC2	CUE domain-containing protein 2	2.50684e+06
Q9H488	OFUT1_HUMAN	POFUT1	GDP-fucose protein O-fucosyltransferase 1	4.7984e+06
Q9H490	PIGU_HUMAN	PIGU	Phosphatidylinositol glycan anchor biosynthesis class U protein	2.77887e+06
Q9H496	IFG15_HUMAN	TOR1AIP2	Torsin-1A-interacting protein 2, isoform IFRG15	998695
Q9H4A3	WNK1_HUMAN	WNK1	Serine/threonine-protein kinase WNK1	3.56002e+06
Q9H4A4	AMPB_HUMAN	RNPEP	Aminopeptidase B	1.62392e+07
Q9H4A6	GOLP3_HUMAN	GOLPH3	Golgi phosphoprotein 3	6.74017e+06
Q9H4B0	OSGP2_HUMAN	OSGEPL1	Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial	1.78069e+06
Q9H4F8	SMOC1_HUMAN	SMOC1	SPARC-related modular calcium-binding protein 1	1.4005e+06
Q9H4G0	E41L1_HUMAN	EPB41L1	Band 4.1-like protein 1	3.68252e+06
Q9H4H8	FA83D_HUMAN	FAM83D	Protein FAM83D	913111
Q9H4L4	SENP3_HUMAN	SENP3	Sentrin-specific protease 3	8.08918e+06
Q9H4L7	SMRCD_HUMAN	SMARCAD1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1	319652
Q9H4M9	EHD1_HUMAN	EHD1	EH domain-containing protein 1	8.943e+06
Q9H4Z3	CAPAM_HUMAN	PCIF1	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase	1.38318e+06
Q9H501	ESF1_HUMAN	ESF1	ESF1 homolog	3.86938e+06
Q9H568	ACTL8_HUMAN	ACTL8	Actin-like protein 8	799775
Q9H583	HEAT1_HUMAN	HEATR1	HEAT repeat-containing protein 1	8.27809e+06
Q9H5H4	ZN768_HUMAN	ZNF768	Zinc finger protein 768	786284
Q9H5Q4	TFB2M_HUMAN	TFB2M	Dimethyladenosine transferase 2, mitochondrial	2.81597e+06
Q9H5V9	CX056_HUMAN	CXorf56	UPF0428 protein CXorf56	5.68352e+06
Q9H5X1	CIA2A_HUMAN	CIAO2A	Cytosolic iron-sulfur assembly component 2A	2.40195e+06
Q9H6D7	HAUS4_HUMAN	HAUS4	HAUS augmin-like complex subunit 4	1.00047e+06
Q9H6E5	STPAP_HUMAN	TUT1	Speckle targeted PIP5K1A-regulated poly(A) polymerase	2.68913e+06
Q9H6F5	CCD86_HUMAN	CCDC86	Coiled-coil domain-containing protein 86	1.75991e+07
Q9H6H4	REEP4_HUMAN	REEP4	Receptor expression-enhancing protein 4	6.94186e+06
Q9H6R0	DHX33_HUMAN	DHX33	ATP-dependent RNA helicase DHX33	3.11234e+06
Q9H6R4	NOL6_HUMAN	NOL6	Nucleolar protein 6	4.1432e+06
Q9H6S0	YTDC2_HUMAN	YTHDC2	3'-5' RNA helicase YTHDC2	2.0693e+06
Q9H6S3	ES8L2_HUMAN	EPS8L2	Epidermal growth factor receptor kinase substrate 8-like protein 2	3.89055e+06
Q9H6T0	ESRP2_HUMAN	ESRP2	Epithelial splicing regulatory protein 2	1.32533e+07
Q9H6T3	RPAP3_HUMAN	RPAP3	RNA polymerase II-associated protein 3	5.80217e+06
Q9H6U8	ALG9_HUMAN	ALG9	Alpha-1,2-mannosyltransferase ALG9	1.93031e+06
Q9H6V9	LDAH_HUMAN	LDAH	Lipid droplet-associated hydrolase	1.88588e+06
Q9H6W3	RIOX1_HUMAN	RIOX1	Ribosomal oxygenase 1	3.8468e+06
Q9H6X2	ANTR1_HUMAN	ANTXR1	Anthrax toxin receptor 1	133588
Q9H6Y2	WDR55_HUMAN	WDR55	WD repeat-containing protein 55	2.23463e+06
Q9H6Z4	RANB3_HUMAN	RANBP3	Ran-binding protein 3	2.20049e+06
Q9H773	DCTP1_HUMAN	DCTPP1	dCTP pyrophosphatase 1	1.75483e+07
Q9H788	SH24A_HUMAN	SH2D4A	SH2 domain-containing protein 4A	1.47266e+07
Q9H7B2	RPF2_HUMAN	RPF2	Ribosome production factor 2 homolog	1.39172e+07
Q9H7B4	SMYD3_HUMAN	SMYD3	Histone-lysine N-methyltransferase SMYD3	2.19077e+06
Q9H7D0	DOCK5_HUMAN	DOCK5	Dedicator of cytokinesis protein 5	9.40558e+06
Q9H7D7	WDR26_HUMAN	WDR26	WD repeat-containing protein 26	5.84139e+06
Q9H7E9	CH033_HUMAN	C8orf33	UPF0488 protein C8orf33	8.06015e+06
Q9H7H0	MET17_HUMAN	METTL17	Methyltransferase-like protein 17, mitochondrial	1.01136e+06
Q9H7N4	SFR19_HUMAN	SCAF1	Splicing factor, arginine/serine-rich 19	5.15464e+06
Q9H7Z7	PGES2_HUMAN	PTGES2	Prostaglandin E synthase 2	6.91866e+06
Q9H814	PHAX_HUMAN	PHAX	Phosphorylated adapter RNA export protein	2.60099e+06
Q9H832	UBE2Z_HUMAN	UBE2Z	Ubiquitin-conjugating enzyme E2 Z	7.94948e+06
Q9H845	ACAD9_HUMAN	ACAD9	Complex I assembly factor ACAD9, mitochondrial	6.52711e+06
Q9H871	RMD5A_HUMAN	RMND5A	E3 ubiquitin-protein transferase RMND5A	2.30198e+06
Q9H8H0	NOL11_HUMAN	NOL11	Nucleolar protein 11	9.2109e+06
Q9H8H2	DDX31_HUMAN	DDX31	Probable ATP-dependent RNA helicase DDX31	2.87564e+06
Q9H8H3	MET7A_HUMAN	METTL7A	Methyltransferase-like protein 7A	3.89269e+06
Q9H8M5	CNNM2_HUMAN	CNNM2	Metal transporter CNNM2	936257
Q9H8V3	ECT2_HUMAN	ECT2	Protein ECT2	3.8317e+06
Q9H8Y5	ANKZ1_HUMAN	ANKZF1	Ankyrin repeat and zinc finger domain-containing protein 1	8.22586e+06
Q9H8Y8	GORS2_HUMAN	GORASP2	Golgi reassembly-stacking protein 2	5.18871e+06
Q9H900	ZWILC_HUMAN	ZWILCH	Protein zwilch homolog	1.77249e+06
Q9H910	JUPI2_HUMAN	JPT2	Jupiter microtubule associated homolog 2	2.06878e+07
Q9H936	GHC1_HUMAN	SLC25A22	Mitochondrial glutamate carrier 1	4.10947e+06
Q9H944	MED20_HUMAN	MED20	Mediator of RNA polymerase II transcription subunit 20	2.30756e+06
Q9H967	WDR76_HUMAN	WDR76	WD repeat-containing protein 76	3.40402e+06
Q9H974	QTRT2_HUMAN	QTRT2	Queuine tRNA-ribosyltransferase accessory subunit 2	9.59591e+06
Q9H977	WDR54_HUMAN	WDR54	WD repeat-containing protein 54	1.89608e+06
Q9H993	ARMT1_HUMAN	ARMT1	Damage-control phosphatase ARMT1	3.65541e+06
Q9H9A5	CNO10_HUMAN	CNOT10	CCR4-NOT transcription complex subunit 10	3.10704e+06
Q9H9A6	LRC40_HUMAN	LRRC40	Leucine-rich repeat-containing protein 40	4.40961e+06
Q9H9B1	EHMT1_HUMAN	EHMT1	Histone-lysine N-methyltransferase EHMT1	5.70561e+06
Q9H9B4	SFXN1_HUMAN	SFXN1	Sideroflexin-1	2.59658e+07
Q9H9C1	SPE39_HUMAN	VIPAS39	Spermatogenesis-defective protein 39 homolog	813123
Q9H9E3	COG4_HUMAN	COG4	Conserved oligomeric Golgi complex subunit 4	1.07401e+06
Q9H9J2	RM44_HUMAN	MRPL44	39S ribosomal protein L44, mitochondrial	5.44795e+06
Q9H9P8	L2HDH_HUMAN	L2HGDH	L-2-hydroxyglutarate dehydrogenase, mitochondrial	9.80464e+06
Q9H9Q2	CSN7B_HUMAN	COPS7B	COP9 signalosome complex subunit 7b	2.70271e+06
Q9H9S3	S61A2_HUMAN	SEC61A2	Protein transport protein Sec61 subunit alpha isoform 2	5.91073e+06
Q9H9T3	ELP3_HUMAN	ELP3	Elongator complex protein 3	4.68882e+06
Q9H9Y2	RPF1_HUMAN	RPF1	Ribosome production factor 1	2.31505e+06
Q9H9Y6	RPA2_HUMAN	POLR1B	DNA-directed RNA polymerase I subunit RPA2	6.7214e+06
Q9HA64	KT3K_HUMAN	FN3KRP	Ketosamine-3-kinase	4.58478e+06
Q9HA65	TBC17_HUMAN	TBC1D17	TBC1 domain family member 17	1.46315e+06
Q9HA77	SYCM_HUMAN	CARS2	Probable cysteine--tRNA ligase, mitochondrial	6.41332e+06
Q9HAB8	PPCS_HUMAN	PPCS	Phosphopantothenate--cysteine ligase	5.56897e+06
Q9HAF1	EAF6_HUMAN	MEAF6	Chromatin modification-related protein MEAF6	785854
Q9HAN9	NMNA1_HUMAN	NMNAT1	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	1.42323e+06
Q9HAS0	NJMU_HUMAN	C17orf75	Protein Njmu-R1	3.32372e+06
Q9HAU5	RENT2_HUMAN	UPF2	Regulator of nonsense transcripts 2	1.72766e+06
Q9HAV0	GBB4_HUMAN	GNB4	Guanine nucleotide-binding protein subunit beta-4	5.65654e+06
Q9HAV4	XPO5_HUMAN	XPO5	Exportin-5	1.0474e+07
Q9HAV7	GRPE1_HUMAN	GRPEL1	GrpE protein homolog 1, mitochondrial	2.67531e+07
Q9HB07	MYG1_HUMAN	MYG1	MYG1 exonuclease	1.58644e+07
Q9HB19	PKHA2_HUMAN	PLEKHA2	Pleckstrin homology domain-containing family A member 2	980921
Q9HB21	PKHA1_HUMAN	PLEKHA1	Pleckstrin homology domain-containing family A member 1	1.0936e+06
Q9HB40	RISC_HUMAN	SCPEP1	Retinoid-inducible serine carboxypeptidase	406420
Q9HB71	CYBP_HUMAN	CACYBP	Calcyclin-binding protein	7.2717e+07
Q9HB90	RRAGC_HUMAN	RRAGC	Ras-related GTP-binding protein C	2.85462e+06
Q9HBH0	RHOF_HUMAN	RHOF	Rho-related GTP-binding protein RhoF	9.57369e+06
Q9HBH1	DEFM_HUMAN	PDF	Peptide deformylase, mitochondrial	9.67036e+06
Q9HBH5	RDH14_HUMAN	RDH14	Retinol dehydrogenase 14	2.62307e+06
Q9HBL8	NMRL1_HUMAN	NMRAL1	NmrA-like family domain-containing protein 1	2.40315e+06
Q9HC07	TM165_HUMAN	TMEM165	Transmembrane protein 165	767092
Q9HC21	TPC_HUMAN	SLC25A19	Mitochondrial thiamine pyrophosphate carrier	1.88915e+06
Q9HC35	EMAL4_HUMAN	EML4	Echinoderm microtubule-associated protein-like 4	5.48237e+06
Q9HC36	MRM3_HUMAN	MRM3	rRNA methyltransferase 3, mitochondrial	1.45344e+06
Q9HC38	GLOD4_HUMAN	GLOD4	Glyoxalase domain-containing protein 4	2.33986e+07
Q9HC52	CBX8_HUMAN	CBX8	Chromobox protein homolog 8	3.45895e+06
Q9HCC0	MCCB_HUMAN	MCCC2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	2.74296e+06
Q9HCD5	NCOA5_HUMAN	NCOA5	Nuclear receptor coactivator 5	6.78951e+06
Q9HCE1	MOV10_HUMAN	MOV10	Helicase MOV-10	6.70001e+06
Q9HCE5	MET14_HUMAN	METTL14	N6-adenosine-methyltransferase non-catalytic subunit	3.26128e+06
Q9HCG8	CWC22_HUMAN	CWC22	Pre-mRNA-splicing factor CWC22 homolog	2.32112e+06
Q9HCK8	CHD8_HUMAN	CHD8	Chromodomain-helicase-DNA-binding protein 8	2.25701e+07
Q9HCN4	GPN1_HUMAN	GPN1	GPN-loop GTPase 1	2.14492e+06
Q9HCN8	SDF2L_HUMAN	SDF2L1	Stromal cell-derived factor 2-like protein 1	5.60195e+06
Q9HCP0	KC1G1_HUMAN	CSNK1G1	Casein kinase I isoform gamma-1	3.32611e+06
Q9HCS7	SYF1_HUMAN	XAB2	Pre-mRNA-splicing factor SYF1	9.34356e+06
Q9HCU5	PREB_HUMAN	PREB	Prolactin regulatory element-binding protein	5.81341e+06
Q9HCY8	S10AE_HUMAN	S100A14	Protein S100-A14	1.62845e+06
Q9HD15	SRA1_HUMAN	SRA1	Steroid receptor RNA activator 1	2.57259e+06
Q9HD20	AT131_HUMAN	ATP13A1	Manganese-transporting ATPase 13A1	2.642e+06
Q9HD26	GOPC_HUMAN	GOPC	Golgi-associated PDZ and coiled-coil motif-containing protein	763469
Q9HD33	RM47_HUMAN	MRPL47	39S ribosomal protein L47, mitochondrial	3.65291e+06
Q9HD42	CHM1A_HUMAN	CHMP1A	Charged multivesicular body protein 1a	1.11087e+07
Q9HD45	TM9S3_HUMAN	TM9SF3	Transmembrane 9 superfamily member 3	4.64685e+06
Q9HDC9	APMAP_HUMAN	APMAP	Adipocyte plasma membrane-associated protein	1.33572e+07
Q9N2U6	LTOR2_CAEEL	lmtr-2	Ragulator complex protein LAMTOR2 homolog	1.18548e+06
Q9N2W5	UBXN2_CAEEL	ubxn-2	UBX domain-containing protein 2	4.57376e+06
Q9N2W7	NDUAC_CAEEL	Y94H6A.8	Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	2.53019e+07
Q9N358	TCPQ_CAEEL	cct-8	T-complex protein 1 subunit theta	1.97255e+07
Q9N359	CSN4_CAEEL	csn-4	COP9 signalosome complex subunit 4	1.24381e+06
Q9N361	RT25_CAEEL	mrps-25	Probable 28S ribosomal protein S25, mitochondrial	1.58702e+06
Q9N3B0	MANF_CAEEL	manf-1	Mesencephalic astrocyte-derived neurotrophic factor homolog	1.61673e+07
Q9N3F0	RPF2_CAEEL	Y54E10A.10	Ribosome production factor 2 homolog	2.74874e+06
Q9N3Q8	DAF25_CAEEL	daf-25	Dauer abnormal formation protein 25	249497
Q9N3T2	FEN1_CAEEL	crn-1	Flap endonuclease 1	623860
Q9N3T5	AFG3_CAEEL	spg-7	AFG3-like protein spg-7	7.31556e+06
Q9N3X2	RS4_CAEEL	rps-4	40S ribosomal protein S4	1.77692e+08
Q9N408	TIM8_CAEEL	ddp-1	Mitochondrial import inner membrane translocase subunit Tim8	3.29757e+07
Q9N425	CSN3_CAEEL	csn-3	COP9 signalosome complex subunit 3	1.90294e+06
Q9N4A7	SEC13_CAEEL	npp-20	Protein SEC13 homolog	7.10082e+06
Q9N4D8	NLP40_CAEEL	nlp-40	Neuropeptide-like peptides nlp-40	8.21045e+06
Q9N4D9	NTM1_CAEEL	homt-1	Alpha N-terminal protein methyltransferase 1	496640
Q9N4G9	RUXG_CAEEL	snr-7	Probable small nuclear ribonucleoprotein G	1.24189e+07
Q9N4I0	ARP3_CAEEL	arx-1	Actin-related protein 3	3.3562e+06
Q9N4I4	RL10A_CAEEL	rpl-1	60S ribosomal protein L10a	9.13316e+07
Q9N4J2	VIT3_CAEEL	vit-3	Vitellogenin-3	3.64191e+07
Q9N4J8	TCPG_CAEEL	cct-3	T-complex protein 1 subunit gamma	1.55427e+07
Q9N4K0	MIC10_CAEEL	F54A3.5	MICOS complex subunit Mic10	1.15182e+07
Q9N4M4	ANC1_CAEEL	anc-1	Nuclear anchorage protein 1	4.11907e+07
Q9N4X8	GSTPA_CAEEL	gst-10	Glutathione S-transferase P 10	1.01384e+07
Q9N4Z0	L2HDH_CAEEL	Y45G12B.3	L-2-hydroxyglutarate dehydrogenase, mitochondrial	5.26049e+06
Q9N599	PSA4_CAEEL	pas-3	Proteasome subunit alpha type-4	1.30303e+07
Q9N5K2	RPAB1_CAEEL	rpb-5	DNA-directed RNA polymerases I, II, and III subunit RPABC1	2.756e+06
Q9N5M2	PFD2_CAEEL	pfd-2	Prefoldin subunit 2	1.07825e+07
Q9N5R9	SPT16_CAEEL	spt-16	FACT complex subunit spt-16	1.12018e+07
Q9N5U5	CDC73_CAEEL	cdc-73	Cell division cycle protein 73	788459
Q9N5Y2	TECR_CAEEL	art-1	Probable very-long-chain enoyl-CoA reductase art-1	9.23976e+06
Q9NA26	VPS28_CAEEL	vps-28	Vacuolar protein sorting-associated protein 28 homolog	3.64071e+06
Q9NA72	SDHF2_CAEEL	Y57A10A.29	Succinate dehydrogenase assembly factor 2, mitochondrial	4.07481e+06
Q9NA75	T38B1_CAEEL	tric-1B.1	Trimeric intracellular cation channel type 1B.1	1.5131e+06
Q9NAE2	HUTU_CAEEL	Y51H4A.7	Probable urocanate hydratase	2.29266e+06
Q9NAG4	MAC1_CAEEL	mac-1	Protein mac-1	1.23926e+06
Q9NAH6	KS6B_CAEEL	rsks-1	Ribosomal protein S6 kinase beta	2.78644e+06
Q9NAN1	SAE2_CAEEL	uba-2	SUMO-activating enzyme subunit uba-2	888508
Q9NAP9	RT15_CAEEL	mrps-15	28S ribosomal protein S15, mitochondrial	1.03838e+06
Q9NDC9	LIS1_CAEEL	lis-1	Lissencephaly-1 homolog	2.24928e+06
Q9NEN6	RS6_CAEEL	rps-6	40S ribosomal protein S6	1.27613e+08
Q9NEQ0	FAT1_CAEEL	fat-1	Omega-3 fatty acid desaturase fat-1	2.11312e+06
Q9NES8	PPP5_CAEEL	pph-5	Serine/threonine-protein phosphatase 5	2.0172e+06
Q9NEU2	SDA1_CAEEL	pro-3	Protein SDA1 homolog	533973
Q9NEU5	NOP53_CAEEL	Y39B6A.33	Ribosome biogenesis protein NOP53	1.99003e+06
Q9NEW6	RSP3_CAEEL	rsp-3	Probable splicing factor, arginine/serine-rich 3	3.29876e+07
Q9NEZ5	UNC95_CAEEL	unc-95	LIM domain-containing protein unc-95	6.95122e+06
Q9NNW5	WDR6_HUMAN	WDR6	WD repeat-containing protein 6	2.06069e+06
Q9NNW7	TRXR2_HUMAN	TXNRD2	Thioredoxin reductase 2, mitochondrial	5.7888e+06
Q9NP50	SHCAF_HUMAN	SINHCAF	SIN3-HDAC complex-associated factor	280766
Q9NP58	ABCB6_HUMAN	ABCB6	ATP-binding cassette sub-family B member 6, mitochondrial	1.45279e+06
Q9NP66	HM20A_HUMAN	HMG20A	High mobility group protein 20A	2.26432e+06
Q9NP72	RAB18_HUMAN	RAB18	Ras-related protein Rab-18	1.69599e+06
Q9NP73	ALG13_HUMAN	ALG13	Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13	3.53219e+06
Q9NP77	SSU72_HUMAN	SSU72	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	4.47655e+06
Q9NP79	VTA1_HUMAN	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog	1.10518e+07
Q9NP81	SYSM_HUMAN	SARS2	Serine--tRNA ligase, mitochondrial	2.6325e+06
Q9NP92	RT30_HUMAN	MRPS30	39S ribosomal protein S30, mitochondrial	8.44769e+06
Q9NP97	DLRB1_HUMAN	DYNLRB1	Dynein light chain roadblock-type 1	7.27941e+06
Q9NPA0	EMC7_HUMAN	EMC7	ER membrane protein complex subunit 7	3.04428e+06
Q9NPA8	ENY2_HUMAN	ENY2	Transcription and mRNA export factor ENY2	9.1152e+06
Q9NPD3	EXOS4_HUMAN	EXOSC4	Exosome complex component RRP41	1.99168e+07
Q9NPD8	UBE2T_HUMAN	UBE2T	Ubiquitin-conjugating enzyme E2 T	4.05302e+06
Q9NPE3	NOP10_HUMAN	NOP10	H/ACA ribonucleoprotein complex subunit 3	1.864e+06
Q9NPF0	CD320_HUMAN	CD320	CD320 antigen	2.19257e+06
Q9NPF4	OSGEP_HUMAN	OSGEP	Probable tRNA N6-adenosine threonylcarbamoyltransferase	2.41416e+07
Q9NPF5	DMAP1_HUMAN	DMAP1	DNA methyltransferase 1-associated protein 1	5.5389e+06
Q9NPI6	DCP1A_HUMAN	DCP1A	mRNA-decapping enzyme 1A	1.3074e+06
Q9NPJ3	ACO13_HUMAN	ACOT13	Acyl-coenzyme A thioesterase 13	3.22446e+07
Q9NPJ6	MED4_HUMAN	MED4	Mediator of RNA polymerase II transcription subunit 4	1.85157e+06
Q9NPJ8	NXT2_HUMAN	NXT2	NTF2-related export protein 2	8.20288e+06
Q9NPQ8	RIC8A_HUMAN	RIC8A	Synembryn-A	2.6272e+07
Q9NQ29	LUC7L_HUMAN	LUC7L	Putative RNA-binding protein Luc7-like 1	4.37306e+06
Q9NQ48	LZTL1_HUMAN	LZTFL1	Leucine zipper transcription factor-like protein 1	4.83732e+06
Q9NQ50	RM40_HUMAN	MRPL40	39S ribosomal protein L40, mitochondrial	2.31479e+06
Q9NQ55	SSF1_HUMAN	PPAN	Suppressor of SWI4 1 homolog	1.52286e+07
Q9NQ88	TIGAR_HUMAN	TIGAR	Fructose-2,6-bisphosphatase TIGAR	3.3099e+06
Q9NQC3	RTN4_HUMAN	RTN4	Reticulon-4	6.54841e+07
Q9NQG1	MANBL_HUMAN	MANBAL	Protein MANBAL	1.19783e+06
Q9NQG5	RPR1B_HUMAN	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B	1.26882e+07
Q9NQH7	XPP3_HUMAN	XPNPEP3	Xaa-Pro aminopeptidase 3	496689
Q9NQP4	PFD4_HUMAN	PFDN4	Prefoldin subunit 4	1.04029e+07
Q9NQR4	NIT2_HUMAN	NIT2	Omega-amidase NIT2	1.49888e+07
Q9NQS7	INCE_HUMAN	INCENP	Inner centromere protein	1.01766e+07
Q9NQT4	EXOS5_HUMAN	EXOSC5	Exosome complex component RRP46	7.37548e+06
Q9NQT5	EXOS3_HUMAN	EXOSC3	Exosome complex component RRP40	7.83968e+06
Q9NQW6	ANLN_HUMAN	ANLN	Anillin	1.7136e+07
Q9NQW7	XPP1_HUMAN	XPNPEP1	Xaa-Pro aminopeptidase 1	8.4327e+06
Q9NQX3	GEPH_HUMAN	GPHN	Gephyrin	2.86111e+06
Q9NQZ2	SAS10_HUMAN	UTP3	Something about silencing protein 10	7.47142e+06
Q9NR09	BIRC6_HUMAN	BIRC6	Baculoviral IAP repeat-containing protein 6	1.16777e+06
Q9NR12	PDLI7_HUMAN	PDLIM7	PDZ and LIM domain protein 7	3.01408e+06
Q9NR19	ACSA_HUMAN	ACSS2	Acetyl-coenzyme A synthetase, cytoplasmic	3.15319e+06
Q9NR28	DBLOH_HUMAN	DIABLO	Diablo homolog, mitochondrial	1.29075e+07
Q9NR30	DDX21_HUMAN	DDX21	Nucleolar RNA helicase 2	3.51037e+07
Q9NR31	SAR1A_HUMAN	SAR1A	GTP-binding protein SAR1a	2.67564e+07
Q9NR33	DPOE4_HUMAN	POLE4	DNA polymerase epsilon subunit 4	3.22681e+06
Q9NR45	SIAS_HUMAN	NANS	Sialic acid synthase	2.27553e+07
Q9NR46	SHLB2_HUMAN	SH3GLB2	Endophilin-B2	7.61589e+06
Q9NR50	EI2BG_HUMAN	EIF2B3	Translation initiation factor eIF-2B subunit gamma	4.34919e+06
Q9NR56	MBNL1_HUMAN	MBNL1	Muscleblind-like protein 1	1.31382e+07
Q9NR77	PXMP2_HUMAN	PXMP2	Peroxisomal membrane protein 2	325317
Q9NRA2	S17A5_HUMAN	SLC17A5	Sialin	559907
Q9NRF8	PYRG2_HUMAN	CTPS2	CTP synthase 2	4.54784e+06
Q9NRF9	DPOE3_HUMAN	POLE3	DNA polymerase epsilon subunit 3	2.49121e+06
Q9NRG0	CHRC1_HUMAN	CHRAC1	Chromatin accessibility complex protein 1	1.29947e+07
Q9NRG1	PRDC1_HUMAN	PRTFDC1	Phosphoribosyltransferase domain-containing protein 1	1.80267e+06
Q9NRG4	SMYD2_HUMAN	SMYD2	N-lysine methyltransferase SMYD2	891871
